leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.0048195127858143257,1,1,0,1,0.003209400142503194,"OPTIMAL",0.47216692262907672,0.32088499999999998
L0.0,"L0",1,0,0.0024097563929071628,1,1,0,1,0.0032636559061301538,"OPTIMAL",0.48253410954300407,0.63819190000000003
L0.1,"L0",1,0.0024097563929071628,0.0048195127858143257,1,1,0,1,0.0048893312450155072,"OPTIMAL",0.42874047793774667,0.93994390000000005
L0.0.0,"L0.0",2,0,0.0012048781964535814,1,1,0,1,0.0034723458032201015,"OPTIMAL",0.36255158971225698,1.2196678000000001
L0.0.1,"L0.0",2,0.0012048781964535814,0.0024097563929071628,1,1,0,1,0.0040685306353838661,"OPTIMAL",0.37944506201607264,1.5038071
L0.0.0.0,"L0.0.0",3,0,0.00060243909822679071,1,0,1,0,0,"INFEASIBLE",0.0044477370000000002,1.6560299999999999
L0.0.0.1,"L0.0.0",3,0.00060243909822679071,0.0012048781964535814,1,1,0,1,0.0037861525570175537,"OPTIMAL",0.37602676465728568,1.9374727
L0.0.0.1.0,"L0.0.0.1",4,0.00060243909822679071,0.00090365864734018612,1,1,0,1,0.0039020331063731937,"OPTIMAL",0.37309144619214196,2.2197334
L0.0.0.1.1,"L0.0.0.1",4,0.00090365864734018612,0.0012048781964535814,1,1,0,1,0.0039440404547576831,"OPTIMAL",0.42683382449860763,2.5215752
L0.0.0.1.0.0,"L0.0.0.1.0",5,0.00060243909822679071,0.00075304887278348836,1,1,0,1,0.0039606120472188196,"OPTIMAL",0.36807015381321545,2.8065582
L0.0.0.1.0.1,"L0.0.0.1.0",5,0.00075304887278348836,0.00090365864734018612,1,1,0,1,0.0039810229155280135,"OPTIMAL",0.37696331373649794,3.0923251
L0.0.0.1.1.0,"L0.0.0.1.1",5,0.00090365864734018612,0.0010542684218968839,1,1,0,1,0.0040023126995575873,"OPTIMAL",0.37423008467698632,3.3765272
L0.0.0.1.1.1,"L0.0.0.1.1",5,0.0010542684218968839,0.0012048781964535814,1,1,0,1,0.0040228910046868254,"OPTIMAL",0.37988191905510249,3.6574754
L0.0.0.1.0.0.0,"L0.0.0.1.0.0",6,0.00060243909822679071,0.00067774398550513948,1,1,0,1,0.0039896178286406552,"OPTIMAL",0.31909454627551376,3.9259873999999999
L0.0.0.1.0.0.1,"L0.0.0.1.0.0",6,0.00067774398550513948,0.00075304887278348836,1,1,0,1,0.0040001264894761633,"OPTIMAL",0.41839833880039706,4.2253239000000002
L0.0.0.1.0.1.0,"L0.0.0.1.0.1",6,0.00075304887278348836,0.00082835376006183724,1,1,0,1,0.0040101451820107169,"OPTIMAL",0.41960388800602777,4.5241050999999999
L0.0.0.1.0.1.1,"L0.0.0.1.0.1",6,0.00082835376006183724,0.00090365864734018612,1,1,0,1,0.004020504764292338,"OPTIMAL",0.40001902852407512,4.8198096000000001
L0.0.0.1.1.0.0,"L0.0.0.1.1.0",6,0.00090365864734018612,0.000978963534618535,1,1,0,1,0.0040317397832825017,"OPTIMAL",0.36616255042559687,5.1449085999999999
L0.0.0.1.1.0.1,"L0.0.0.1.1.0",6,0.000978963534618535,0.0010542684218968839,1,1,0,1,0.0040422117046986158,"OPTIMAL",0.34635983952940835,5.4198253000000003
L0.0.0.1.1.1.0,"L0.0.0.1.1.1",6,0.0010542684218968839,0.0011295733091752328,1,1,0,1,0.0040526745714890349,"OPTIMAL",0.41606185516013611,5.7562709999999999
L0.0.0.1.1.1.1,"L0.0.0.1.1.1",6,0.0011295733091752328,0.0012048781964535814,1,1,0,1,0.0040631283817569265,"OPTIMAL",0.39963036125153256,6.0638775999999996
L0.0.1.0,"L0.0.1",3,0.0012048781964535814,0.0018073172946803722,1,1,0,1,0.0040759188144303508,"OPTIMAL",0.40116252823490856,6.4376514
L0.0.1.1,"L0.0.1",3,0.0018073172946803722,0.0024097563929071628,1,1,0,1,0.0044937406120114341,"OPTIMAL",0.42787898475561392,6.7406778999999997
L0.0.1.0.0,"L0.0.1.0",4,0.0012048781964535814,0.0015060977455669767,1,1,0,1,0.0040796336096574235,"OPTIMAL",0.44347546874895366,7.0458920999999997
L0.0.1.0.1,"L0.0.1.0",4,0.0015060977455669767,0.0018073172946803722,1,1,0,1,0.0042885957586586681,"OPTIMAL",0.44629844322066686,7.3474708
L0.0.1.0.0.0,"L0.0.1.0.0",5,0.0012048781964535814,0.001355487971010279,1,1,0,1,0.0040817345575713,"OPTIMAL",0.38052463792511837,7.6329016999999997
L0.0.1.0.0.1,"L0.0.1.0.0",5,0.001355487971010279,0.0015060977455669767,1,1,0,1,0.0041858872040631571,"OPTIMAL",0.43378189071877421,7.9388794000000003
L0.0.1.0.0.0.0,"L0.0.1.0.0.0",6,0.0012048781964535814,0.0012801830837319301,1,1,0,1,0.0040839907295040561,"OPTIMAL",0.45639620482707932,8.2510372000000007
L0.0.1.0.0.0.1,"L0.0.1.0.0.0",6,0.0012801830837319301,0.001355487971010279,1,1,0,1,0.0041346035055195574,"OPTIMAL",0.41771238900794833,8.5522472
L0.0.1.0.0.1.0,"L0.0.1.0.0.1",6,0.001355487971010279,0.0014307928582886278,1,1,0,1,0.0041867900841691804,"OPTIMAL",0.43471188868266158,8.8946392000000003
L0.0.1.0.0.1.1,"L0.0.1.0.0.1",6,0.0014307928582886278,0.0015060977455669767,1,1,0,1,0.0042391265061745252,"OPTIMAL",0.39915854022264463,9.1856653000000001
L0.0.1.0.1.0,"L0.0.1.0.1",5,0.0015060977455669767,0.0016567075201236745,1,1,0,1,0.0042904469462331455,"OPTIMAL",0.40245663731918963,9.5141472999999994
L0.0.1.0.1.1,"L0.0.1.0.1",5,0.0016567075201236745,0.0018073172946803722,1,1,0,1,0.0043948664101989528,"OPTIMAL",0.40316240081836952,9.7985591999999997
L0.0.1.0.1.0.0,"L0.0.1.0.1.0",6,0.0015060977455669767,0.0015814026328453256,1,1,0,1,0.0042912493656909233,"OPTIMAL",0.43502788340725224,10.0986812
L0.0.1.0.1.0.1,"L0.0.1.0.1.0",6,0.0015814026328453256,0.0016567075201236745,1,1,0,1,0.004343660787465644,"OPTIMAL",0.3973971292826346,10.3864576
L0.0.1.0.1.1.0,"L0.0.1.0.1.1",6,0.0016567075201236745,0.0017320124074020234,1,1,0,1,0.0043958717906000628,"OPTIMAL",0.38173255064075512,10.707045300000001
L0.0.1.0.1.1.1,"L0.0.1.0.1.1",6,0.0017320124074020234,0.0018073172946803722,1,1,0,1,0.0044480453854801507,"OPTIMAL",0.4348853370939198,11.0015237
L0.0.1.1.0,"L0.0.1.1",4,0.0018073172946803722,0.0021085368437937678,1,1,0,1,0.0044973628538393486,"OPTIMAL",0.46211572244256582,11.3478169
L0.0.1.1.1,"L0.0.1.1",4,0.0021085368437937678,0.0024097563929071628,1,1,0,1,0.0047062416025100418,"OPTIMAL",0.39487337588397259,11.6319546
L0.0.1.1.0.0,"L0.0.1.1.0",5,0.0018073172946803722,0.00195792706923707,1,1,0,1,0.0044993592242888337,"OPTIMAL",0.41577076173442618,11.919458799999999
L0.0.1.1.0.1,"L0.0.1.1.0",5,0.00195792706923707,0.0021085368437937678,1,1,0,1,0.0046037795747742539,"OPTIMAL",0.46301268416637931,12.226974200000001
L0.0.1.1.0.0.0,"L0.0.1.1.0.0",6,0.0018073172946803722,0.0018826221819587211,1,1,0,1,0.0045002167453503245,"OPTIMAL",0.4248974144653781,12.522463699999999
L0.0.1.1.0.0.1,"L0.0.1.1.0.0",6,0.0018826221819587211,0.00195792706923707,1,1,0,1,0.0045525142480327182,"OPTIMAL",0.41201589443974129,12.811398799999999
L0.0.1.1.0.1.0,"L0.0.1.1.0.1",6,0.00195792706923707,0.0020332319565154189,1,1,0,1,0.0046047330852743021,"OPTIMAL",0.4556771609512924,13.2627931
L0.0.1.1.0.1.1,"L0.0.1.1.0.1",6,0.0020332319565154189,0.0021085368437937678,1,1,0,1,0.0046568971667687083,"OPTIMAL",0.44263358270486425,13.561819099999999
L0.0.1.1.1.0,"L0.0.1.1.1",5,0.0021085368437937678,0.0022591466183504655,1,1,0,1,0.0047082031146908837,"OPTIMAL",0.44743689633626843,14.220214199999999
L0.0.1.1.1.1,"L0.0.1.1.1",5,0.0022591466183504655,0.0024097563929071628,1,1,0,1,0.0048126177901039111,"OPTIMAL",0.40985690260737345,14.515177599999999
L0.0.1.1.1.0.0,"L0.0.1.1.1.0",6,0.0021085368437937678,0.0021838417310721166,1,1,0,1,0.0047091079887768535,"OPTIMAL",0.5098071505774312,14.836030900000001
L0.0.1.1.1.0.1,"L0.0.1.1.1.0",6,0.0021838417310721166,0.0022591466183504655,1,1,0,1,0.004761391130971542,"OPTIMAL",0.38170939374114882,15.114485699999999
