leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.1511221342657118,1,1,0,1,0.32925807380944955,"OPTIMAL",0.70203575598493118,0.40956300000000001
L1,"",0,0.1511221342657118,0.30224426853142361,1,1,0,1,0.38712457103872672,"OPTIMAL",0.44031013658541474,0.72959660000000004
L2,"",0,0.30224426853142361,0.45336640279713541,1,1,0,1,0.53589013956425946,"OPTIMAL",0.4999229740401625,1.067685
L3,"",0,0.45336640279713541,0.60448853706284722,1,0,1,0,0,"INFEASIBLE",0.28402308203284465,4.1790019000000003
L1.0,"L1",1,0.1511221342657118,0.22668320139856771,1,1,0,1,0.38712457103872988,"OPTIMAL",0.59307818078523611,4.5396139
L1.1,"L1",1,0.22668320139856771,0.30224426853142361,1,1,0,1,0.46032907243140347,"OPTIMAL",0.45431076066779985,4.8566117999999996
L2.0,"L2",1,0.30224426853142361,0.37780533566427954,1,1,0,1,0.53589013956425946,"OPTIMAL",0.48789981982213909,478.29627640000001
L2.1,"L2",1,0.37780533566427954,0.45336640279713541,1,0,1,0,0,"INFEASIBLE",0.53840848798580343,478.64151700000002
L2.0.0,"L2.0",2,0.30224426853142361,0.34002480209785158,1,1,0,1,0.53589013956425957,"OPTIMAL",0.48367276418068378,478.97185469999999
L2.0.1,"L2.0",2,0.34002480209785158,0.37780533566427954,1,1,0,1,0.57367067313068809,"OPTIMAL",0.54718822591881,479.31210829999998
