file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_10s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_10s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_valid_checkpoint_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_300s.json,interval-cutoff-oracle,paper-gf-compact-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_static_tailored_compact_bc_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_no_valid_bound,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3302_hard_callback_tailored_bc_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3302_hard_plain_fixed_interval_cplex_benchmark_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\option_consistency_test.json,option-consistency-test,custom,diagnostic_complete,False,True,unknown_not_paper,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\tailored_bc_branch_callback_smoke_test.json,tailored-bc-branch-callback-smoke-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\tailored_bc_callback_smoke_test.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\tight_T_seed3102_hard_callback_tailored_bc_paced_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,False,one_thread_fair,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\raw\tight_T_seed3102_hard_plain_fixed_interval_cplex_benchmark_60s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
