"instance","variant","status","lower_bound","upper_bound","gap","runtime_seconds","unresolved_intervals","open_nodes","frontier_min_interval_lower_bound","frontier_lower_bound_source","progress_log","result_file"
"regen_candidate_V12_M2_average.txt","v12_m2_focus_auto_300s","gcap_frontier_not_closed","0.689652394993","0.719065249476","0.040904291376","296.9464459","1","5","0.689652394993","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m2_focus_auto_300s.csv","results/optimization_update_round9/raw/v12_m2_focus_auto_300s.json"
"regen_candidate_V12_M1_average.txt","v12_m1_focus_auto_300s","gcap_frontier_not_closed","0.330637007941","0.369698924539","0.10565872391","295.1791401","1","8","0.330637007941","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m1_focus_auto_300s.csv","results/optimization_update_round9/raw/v12_m1_focus_auto_300s.json"
"regen_candidate_V12_M2_average.txt","v12_m2_full_import_300s","gcap_frontier_not_closed","0.712948394993","0.719065249476","0.00850667514168","315.1103708","1","1","0.712948394993","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m2_full_import_300s.csv","results/optimization_update_round9/raw/v12_m2_full_import_300s.json"
"regen_candidate_V12_M1_average.txt","v12_m1_full_improved_300s","gcap_frontier_not_closed","0.282149235152","0.369698924539","0.236813481393","315.8662836","2","2","0.282149235152","gamma_floor","results/optimization_update_round9/raw/progress_v12_m1_full_improved_300s.csv","results/optimization_update_round9/raw/v12_m1_full_improved_300s.json"
"regen_candidate_V12_M2_average.txt","v12_m2_focus_ryan_foster_60s","gcap_frontier_not_closed","0.689652394993","0.719065249476","0.040904291376","44.3249742","1","1","0.689652394993","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m2_focus_ryan_foster_60s.csv","results/optimization_update_round9/raw/v12_m2_focus_ryan_foster_60s.json"
"regen_candidate_V12_M2_average.txt","v12_m2_focus_inventory_60s","gcap_frontier_not_closed","0.689652394993","0.719065249476","0.040904291376","45.2064892","1","1","0.689652394993","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m2_focus_inventory_60s.csv","results/optimization_update_round9/raw/v12_m2_focus_inventory_60s.json"
"regen_candidate_V12_M2_average.txt","v12_m2_focus_strong_60s","gcap_frontier_not_closed","0.689652394993","0.719065249476","0.040904291376","45.7278924","1","1","0.689652394993","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_v12_m2_focus_strong_60s.csv","results/optimization_update_round9/raw/v12_m2_focus_strong_60s.json"
"regen_V8_M2_average.txt","regen_V8_M2_average_improved_full_60s","gcap_frontier_not_closed","0.0832898629779","0.0856883665732","0.0279910061451","60.1175559","3","3","0.0832898629779","gamma_floor","results/optimization_update_round9/raw/progress_regen_V8_M2_average_improved_full_60s.csv","results/optimization_update_round9/raw/regen_V8_M2_average_improved_full_60s.json"
"regen_V10_M1_average.txt","regen_V10_M1_average_improved_full_60s","gcap_frontier_not_closed","0.685458100583","0.732684509025","0.0644566765915","60.0115533","2","4","0.685458100583","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_regen_V10_M1_average_improved_full_60s.csv","results/optimization_update_round9/raw/regen_V10_M1_average_improved_full_60s.json"
"regen_V10_M2_average.txt","regen_V10_M2_average_improved_full_60s","gcap_frontier_not_closed","0.0831487959907","0.0978535771983","0.150273312725","61.9756603","3","3","0.0831487959907","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_regen_V10_M2_average_improved_full_60s.csv","results/optimization_update_round9/raw/regen_V10_M2_average_improved_full_60s.json"
"regen_V10_M2_low.txt","regen_V10_M2_low_improved_full_60s","gcap_frontier_not_closed","0.197888604566","0.221910998584","0.108252381229","55.8625298","3","3","0.197888604566","inventory_route_gini_relaxation","results/optimization_update_round9/raw/progress_regen_V10_M2_low_improved_full_60s.csv","results/optimization_update_round9/raw/regen_V10_M2_low_improved_full_60s.json"
"gcap_smoke_V4_M1.txt","smoke_gcap-frontier","optimal","0","0","0","5.0648228","0","0","0","incumbent_cutoff","","results/optimization_update_round9/raw/smoke_gcap-frontier.json"
