leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.19563620654901237,round19_v2_projected_centering,8e33b08e56cc9a1d,27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,6,9,0,1
R.0,0,0.097818103274506185,round19_v2_projected_centering,bd2fefa786f80746,f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,6,9,0,1
R.1,0.097818103274506185,0.19563620654901237,round19_v2_projected_centering,cbbe33e81c958526,f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,6,9,0,1
R.0.0,0,0.048909051637253093,round19_v2_projected_centering,d0211e3afbe05eef,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,6,9,0,1
R.0.1,0.048909051637253093,0.097818103274506185,round19_v2_projected_centering,5f0c1720487d2ab4,0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,6,9,0,1
R.0.0.0,0,0.024454525818626546,round19_v2_projected_centering,5b2df6ac159621b8,968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,6,9,0,1
R.0.0.1,0.024454525818626546,0.048909051637253093,round19_v2_projected_centering,9b575d45eb17646f,1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,6,9,0,1
R.0.0.0.0,0,0.012227262909313273,round19_v2_projected_centering,d311b20bebb643ce,73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,6,9,0,1
R.0.0.0.1,0.012227262909313273,0.024454525818626546,round19_v2_projected_centering,13bf27e6bd8cb0c1,1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,6,9,0,1
R.0.0.1.0,0.024454525818626546,0.036681788727939819,round19_v2_projected_centering,ed633020f4a22681,e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,6,9,0,1
