leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.94999999999999996,round19_v2_projected_centering,037c5a003ef5c9d9,8505a17810943c5d95babd00e779dee2e17c061f055f2f02e1887f5e7ca6fcff,8505a17810943c5d95babd00e779dee2e17c061f055f2f02e1887f5e7ca6fcff,6,9,0,1
R.0,0,0.47499999999999998,round19_v2_projected_centering,38e206c9bdba340c,f5103bff597e552c2dfbc4f22ccc8e8b77f734e03fc140134ab20f82c8634461,f5103bff597e552c2dfbc4f22ccc8e8b77f734e03fc140134ab20f82c8634461,6,9,0,1
R.1,0.47499999999999998,0.94999999999999996,round19_v2_projected_centering,baa345b04137dbf8,c7bb4332ef4134b3645411a76bbccbf85cf4c48df09ef29d54b21f06d822395e,c7bb4332ef4134b3645411a76bbccbf85cf4c48df09ef29d54b21f06d822395e,6,9,0,1
R.0.0,0,0.23749999999999999,round19_v2_projected_centering,db28ee2d2d2ed7c3,e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,6,9,0,1
R.0.1,0.23749999999999999,0.47499999999999998,round19_v2_projected_centering,722ac7d98bd19e2f,3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,6,9,0,1
R.1.0,0.47499999999999998,0.71249999999999991,round19_v2_projected_centering,7ee5702dc4941e16,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,6,9,0,1
R.1.1,0.71249999999999991,0.94999999999999996,round19_v2_projected_centering,df15b32400bfb47e,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,6,9,0,1
R.1.0.1,0.59375,0.71249999999999991,round19_v2_projected_centering,c00ee26f3f1dfffe,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,6,9,0,1
R.1.0.0,0.47499999999999998,0.59375,round19_v2_projected_centering,2b0cc37aed6454d9,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,6,9,0,1
R.1.0.0.1,0.53437500000000004,0.59375,round19_v2_projected_centering,d40708df38a18039,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,6,9,0,1
