leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.23749999999999999,0,1.7493134520506337,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.23749999999999999,0.47499999999999998,0.23749999999999999,1.6362929161051682,replaced,1,1,0,1.6362929161051682,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.47499999999999998,0.71249999999999991,0.47499999999999998,1.5823276849906989,replaced,1,1,0,1.5823276849906989,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.71249999999999991,0.94999999999999996,0.71249999999999991,1.7493134520506337,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.23749999999999999,0.35624999999999996,1.6362929161051682,1.7493134520506337,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.35624999999999996,0.47499999999999998,1.6626217178809841,1.6626217178809841,open,1,1,0,1.6626217178809841,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0,"L2",1,0,0.47499999999999998,0.59375,1.5827840577856009,1.5827840577856009,replaced,1,1,0,1.5827840577856009,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.59375,0.71249999999999991,1.6872086338014523,1.6872086338014523,open,1,1,0,1.6872086338014523,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0,"L2.0",2,0,0.47499999999999998,0.53437500000000004,1.5883771650183978,1.5883771650183978,replaced,1,1,0,1.5883771650183978,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1,"L2.0",2,1,0.53437500000000004,0.59375,1.6278336338014519,1.6278336338014519,open,1,1,0,1.6278336338014519,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0,"L2.0.0",3,0,0.47499999999999998,0.50468749999999996,1.5955058659501882,1.5955058659501882,replaced,1,1,0,1.5955058659501882,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1,"L2.0.0",3,1,0.50468749999999996,0.53437500000000004,1.6034298483819813,1.6034298483819813,replaced,1,1,0,1.6034298483819813,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.0,"L2.0.0.0",4,0,0.47499999999999998,0.48984374999999997,1.6199710750594352,1.6199710750594352,open,1,1,0,1.6199710750594352,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1,"L2.0.0.0",4,1,0.48984374999999997,0.50468749999999996,1.6015598186776834,1.6015598186776834,replaced,1,1,0,1.6015598186776834,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.0,"L2.0.0.0.1",5,0,0.48984374999999997,0.49726562499999993,1.6052645138830828,1.6052645138830828,replaced,1,1,0,1.6052645138830828,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.1,"L2.0.0.0.1",5,1,0.49726562499999993,0.50468749999999996,1.604640321622391,1.604640321622391,replaced,1,1,0,1.604640321622391,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.0,"L2.0.0.1",4,0,0.50468749999999996,0.51953125,1.6047725119499496,1.6047725119499496,replaced,1,1,0,1.6047725119499496,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.1,"L2.0.0.1",4,1,0.51953125,0.53437500000000004,1.6133047838478822,1.6133047838478822,open,1,1,0,1.6133047838478822,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.1.0,"L2.0.0.0.1.1",6,0,0.49726562499999993,0.5009765625,1.6060889023454168,1.6060889023454168,replaced,1,1,0,1.6060889023454168,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.1.1,"L2.0.0.0.1.1",6,1,0.5009765625,0.50468749999999996,1.6062266980346787,1.6062266980346787,replaced,1,1,0,1.6062266980346787,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.0.0,"L2.0.0.1.0",5,0,0.50468749999999996,0.51210937499999998,1.6060222982064527,1.6060222982064527,replaced,1,1,0,1.6060222982064527,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.0.1,"L2.0.0.1.0",5,1,0.51210937499999998,0.51953125,1.6086620005826766,1.6086620005826766,replaced,1,1,0,1.6086620005826766,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.0.0,"L2.0.0.0.1.0",6,0,0.48984374999999997,0.49355468749999998,1.6095710896791204,1.6095710896791204,replaced,1,1,0,1.6095710896791204,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.0.1.0.1,"L2.0.0.0.1.0",6,1,0.49355468749999998,0.49726562499999993,1.6066755234641796,1.6066755234641796,replaced,1,1,0,1.6066755234641796,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.0.0.0,"L2.0.0.1.0.0",6,0,0.50468749999999996,0.50839843749999991,1.6068375058724056,1.6068375058724056,replaced,1,1,0,1.6068375058724056,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0.1.0.0.1,"L2.0.0.1.0.0",6,1,0.50839843749999991,0.51210937499999998,1.6076613435940124,1.6076613435940124,replaced,1,1,0,1.6076613435940124,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
