source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,oracle_strengthening_families_enabled,json_path,lp_path,log_path,interval_lower_bound,incumbent_upper_bound,interval_status,reason,requires_pricing_closure,pricing_closure_available,interval_bound_valid,interval_closure_source,interval_closure_source_detail,interval_requires_pricing_closure,interval_pricing_closure_satisfied,interval_oracle_used_for_certificate,interval_oracle_is_diagnostic_only,interval_relaxation_bound_valid,interval_bpc_tree_nodes,interval_bpc_pricing_calls,interval_bpc_exact_pricing_closed,interval_final_lb,interval_final_ub_cutoff,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason,oracle_bound_merged,oracle_bound_value,oracle_bound_status,oracle_bound_source_json,oracle_bound_solver_status,oracle_bound_model_type,oracle_bound_valid,lower_bound_before_oracle,lower_bound_after_oracle,lower_bound_improvement_by_oracle,leaf_closed_by_oracle_bound
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,10,0.0122881381662,0.013824155437,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122881381662,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0122881381662,0.0491525526647,0,1,0,0,0,0,0,11.7614882,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,11,0.013824155437,0.0153601727077,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013824155437,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.013824155437,0.0491525526647,0,1,0,0,0,0,0,10.4992895,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,0,0,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0,0.0491525526647,0,1,0,0,0,0,0,34.2527924,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,1,0.0122881381662,0.0245762763324,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122881381662,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0122881381662,0.0491525526647,0,1,0,0,0,0,0,33.7482355,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,2,0.0245762763324,0.0368644144986,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245762763324,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0245762763324,0.0491525526647,0,1,0,0,0,0,0,32.9913817,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,3,0.0368644144986,0.0491525526647,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0368644144986,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0368644144986,0.0491525526647,0,1,0,0,0,0,0,32.8667703,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,4,0,0.00614406908309,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.2026948,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,5,0.00614406908309,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.5044476,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,6,0.00614406908309,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.8614465,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,7,0.00921610362464,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00921610362464,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.00921610362464,0.0491525526647,0,1,0,0,0,0,0,33.33619,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,8,0.00614406908309,0.00768008635387,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.1501771,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,9,0.00768008635387,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00768008635387,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00768008635387,0.0491525526647,0,1,0,0,0,0,0,14.0064455,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,10,0.00768008635387,0.00844809498925,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00768008635387,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.00768008635387,0.0491525526647,0,1,0,0,0,0,0,12.5050056,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,11,0.00844809498925,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00844809498925,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.00844809498925,0.0491525526647,0,1,0,0,0,0,0,0,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,0,0,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0,0.0491525526647,0,1,0,0,0,0,0,34.2527924,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,1,0.0122881381662,0.0245762763324,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044391,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,interval_exact_cutoff_mip_timeout,false,true,false,true,true,0,0,false,0.044391,0.049153,0,1,0,0,0,0,0,33.7482355,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.044391,interval_unresolved_timeout,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,time limit exceeded,original_compact_objective_bound,true,0.012288,0.044391,0.032103,false
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,2,0.0245762763324,0.0368644144986,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048432,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,interval_exact_cutoff_mip_timeout,false,true,false,true,true,0,0,false,0.048432,0.049153,0,1,0,0,0,0,0,32.9913817,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.048432,interval_unresolved_timeout,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,time limit exceeded,original_compact_objective_bound,true,0.024576,0.048432,0.023856,false
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,3,0.0368644144986,0.0491525526647,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,32.8667703,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,infeasible,original_compact_objective_bound,true,0.036864,0.049153,0.012288,true
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,4,0,0.00614406908309,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.2026948,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,5,0.00614406908309,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.5044476,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,6,0.00614406908309,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.8614465,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,7,0.00921610362464,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,33.33619,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,infeasible,original_compact_objective_bound,true,0.009216,0.049153,0.039936,true
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,8,0.00614406908309,0.00768008635387,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.1501771,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,9,0.00768008635387,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00768008635387,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00768008635387,0.0491525526647,0,1,0,0,0,0,0,14.0064455,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,10,0.00768008635387,0.00844809498925,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,12.5050056,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,infeasible,original_compact_objective_bound,true,0.007680,0.049153,0.041472,true
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,11,0.00844809498925,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,0,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,infeasible,original_compact_objective_bound,true,0.008448,0.049153,0.040704,true
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,0,0,0.0489090516373,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.195636206549,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0,0.195636206549,0,1,0,0,0,0,0,31.9429269,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,1,0.0489090516373,0.0978181032745,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0489090516373,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0489090516373,0.195636206549,0,1,0,0,0,0,0,30.5151787,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,2,0.0978181032745,0.146727154912,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0978181032745,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0978181032745,0.195636206549,0,1,0,0,0,0,0,29.4687752,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,3,0.146727154912,0.195636206549,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,9.6085581,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,4,0,0.0244545258186,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,13.6531435,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,5,0.0244545258186,0.0489090516373,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,30.6424386,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,6,0.0244545258186,0.0366817887279,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,30.7188882,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,7,0.0366817887279,0.0489090516373,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0366817887279,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0366817887279,0.195636206549,0,1,0,0,0,0,0,30.4546798,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,8,0.0244545258186,0.0305681572733,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,15.296419,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,9,0.0305681572733,0.0366817887279,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0305681572733,0.195636206549,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0305681572733,0.195636206549,0,1,0,0,0,0,0,30.6069614,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,10,0.0305681572733,0.0336249730006,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0305681572733,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0305681572733,0.195636206549,0,1,0,0,0,0,0,26.0020608,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,11,0.0336249730006,0.0366817887279,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0336249730006,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0336249730006,0.195636206549,0,1,0,0,0,0,0,10.4202837,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,0,0,0.0268131835335,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.107252734134,0.107252734134,0,0,0,0,0,0,0,11.8784574,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,1,0.0268131835335,0.053626367067,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.107252734134,0.107252734134,0,0,0,0,0,0,0,15.3126946,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,2,0.053626367067,0.0804395506005,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.107252734134,0.107252734134,0,0,0,0,0,0,0,14.8925567,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,3,0.0804395506005,0.107252734134,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.107252734134,0.107252734134,0,0,0,0,0,0,0,14.4333889,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,0,0,0.150176109171,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.31574776659,0.600704436685,0,1,0,0,0,0,0,47.3217655,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,1,0.150176109171,0.300352218343,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450176109171,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.450176109171,0.600704436685,0,1,0,0,0,0,0,44.7917117,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,2,0.300352218343,0.450528327514,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.600704436685,0.600704436685,0,0,0,0,0,0,0,16.028747,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
