scenario_id,method,package_available,package_path,certificate_label,file_count,solution_sha256_manifest,route_post_optimization
cb443_V12_regional_r2_shortage_M01_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V12_regional_r2_shortage_M01_Q30_T18000/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V12_regional_r2_shortage_M01_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V12_regional_r2_shortage_M01_Q30_T18000/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V12_regional_r2_shortage_M01_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T03600/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T03600/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T18000/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T18000/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_compact_r2_balanced_M02_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T03600/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T03600/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T18000/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T18000/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V20_regional_r1_surplus_M02_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T03600/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T03600/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T03600/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T03600/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T18000/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T18000/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V30_regional_r1_balanced_M03_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T03600/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T03600/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T18000/k1_am_sf,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T18000/pgrb,certified_optimal_witness,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_compact_r1_surplus_M04_Q30_T18000/pgrb/solution_sha256.txt,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T03600/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T03600/k1_am_sf/solution_sha256.txt,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T03600/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T03600/pgrb/solution_sha256.txt,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,k1_am_sf,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T18000/k1_am_sf,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T18000/k1_am_sf/solution_sha256.txt,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,pgrb,True,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T18000/pgrb,noncertified_best_verified_incumbent,6,results/gf_citibike443_k1_vs_pgrb_round58/solutions/cb443_V50_regional_r1_shortage_M04_Q30_T18000/pgrb/solution_sha256.txt,False
