number,id,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
2,micro,DS,L0,LP,OPTIMAL,0,26.979990600000001,0.00099992752075195312,0.00014634382269841241,0,0,0,0.00040416300000000003,2d00039fcb332c6200660c6123d90eb56048898708a1dc3897ea17a0ef6272b8,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro\DS\external\native_logs\L0_lp.gurobi.log
3,micro,DS-X,L0,LP,OPTIMAL,0,26.979655399999999,0.00099992752075195312,0.00014634382269841241,0,0,0,0.00040416300000000003,2d00039fcb332c6200660c6123d90eb56048898708a1dc3897ea17a0ef6272b8,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro\DS-X\external\native_logs\L0_lp.gurobi.log
5,micro-zero,DS,L0,LP,OPTIMAL,0,26.9811923,0.00099992752075195312,0.00020381542021030333,0,4,0,0.00041064299999999998,7e95d6e09222c024f03949884e42564a5bc8c767ce3436c88c5acb197160b375,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0_lp.gurobi.log
5,micro-zero,DS,L0.0,LP,INFEASIBLE,0,26.9686661,0,3.4134500000000003e-05,0,0,0,0.00044649400000000002,f2cba098eacdccb61d22868a979a79ca5ae1dba7f399e5cb4f4bf1cd3bc2c274,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.0_lp.gurobi.log
5,micro-zero,DS,L0.1,LP,OPTIMAL,0,26.956548000000002,0.0010001659393310547,0.00022811643047619001,0,8,0,0.000521442,8cbf70635a6fd026720140b50b1d1eddce37542058eed30df677be0f83bceaf9,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1_lp.gurobi.log
5,micro-zero,DS,L0.1.0,LP,OPTIMAL,0,26.943808300000001,0.00099992752075195312,0.00021462358180451087,0,8,0,0.000521442,f91c974e54f583930b7a80fc7223129bcf42a2f5c6f64a719b3198aef3a439fc,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1.0_lp.gurobi.log
5,micro-zero,DS,L0.1.1,LP,INFEASIBLE,0,26.9316332,0.00099992752075195312,2.10005e-05,0,0,0,0.000521442,5164f5ccbee835e23219ea02c647fdb8524f91d2b93eb9749cdf2068eb7c6075,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1.1_lp.gurobi.log
5,micro-zero,DS,L0.1.0.0,LP,INFEASIBLE,0,26.920416700000001,0,3.4502499999999997e-05,0,0,0,0.000521442,647110b780ea9b0a7f8cb3a3a3c9d61186032714edc1062a86c211b79198c135,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1.0.0_lp.gurobi.log
5,micro-zero,DS,L0.1.0.1,LP,OPTIMAL,0,26.908828199999999,0.00099992752075195312,0.00021071526097222199,0,8,0,0.000521442,e14517da550d08cdcaf4d67e81557eea1ec42bdc637d978fe1fc2dfd895bf944,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1.0.1_lp.gurobi.log
5,micro-zero,DS,L0.1.0.1.0,LP,OPTIMAL,0,26.8963714,0,0.00022560175650793642,0,8,0,0.000521442,cdf40a395dba32fa5c452c95702e645562d9d0adba84cf2593e4e666a9f3288e,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round71\local_raw\correctness\micro-zero\DS\external\native_logs\L0.1.0.1.0_lp.gurobi.log
