file,method,algorithm_preset,status,thread_fairness_class,time_budget_seconds,progress_log,compact_bc_enabled_families_effective,compact_bc_diagnostic_force_leaf_solve,compact_bc_low_gini_aggressive_diagnostic,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_tailored_14400s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,one_thread_fair,9792,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\moderate_seed3301_tailored_14400s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_tailored_3600s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,3600,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/moderate_seed3301_tailored_3600s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_plain_14400s.json,cplex,custom,wrapper_error_noncertified,one_thread_fair,14400,not_applicable_plain_benchmark,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_plain_3600s.json,cplex,custom,not_certified,one_thread_fair,3600,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_14400s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,one_thread_fair,9792,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\moderate_seed3302_tailored_14400s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_14400s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,one_thread_fair,9792,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\moderate_seed3302_tailored_14400s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_3600s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,3600,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/moderate_seed3302_tailored_3600s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_certificate-basis-test.json,certificate-basis-test,custom,diagnostic_passed,unknown_not_paper,20,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_option-consistency-test.json,option-consistency-test,custom,diagnostic_complete,unknown_not_paper,20,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_tailored-bc-callback-smoke-test.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,unknown_not_paper,20,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,custom,diagnostic_passed,unknown_not_paper,20,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_plain_1200s.json,cplex,custom,not_certified,one_thread_fair,1200,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_plain_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_tailored_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\tight_T_seed3101_tailored_1200s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_tailored_300s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,204,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\tight_T_seed3101_tailored_300s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_plain_14400s.json,cplex,custom,not_certified,one_thread_fair,14400,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_plain_3600s.json,cplex,custom,not_certified,one_thread_fair,3600,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_tailored_14400s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,one_thread_fair,14400,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/tight_T_seed3102_tailored_14400s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_tailored_3600s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,3600,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/tight_T_seed3102_tailored_3600s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_plain_1200s.json,cplex,custom,optimal,one_thread_fair,1200,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_plain_300s.json,cplex,custom,optimal,one_thread_fair,300,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_plain_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_1200s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|variable_s_centering|sp_product_estimator|gini_subset_envelope|low_gini_l1_centering|local_centering|subset_inventory_imbalance|vehicle_transfer_cutset|support_duration|transfer_compat,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_1200s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_1200s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_1200s_auto_oracle\interval_15.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_1200s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_1200s_auto_oracle\interval_18.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_1200s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_1200s_auto_oracle\interval_21.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_1200s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,one_thread_fair,204,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_300s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|variable_s_centering|sp_product_estimator|gini_subset_envelope|low_gini_l1_centering|local_centering|subset_inventory_imbalance|vehicle_transfer_cutset|support_duration|transfer_compat,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_300s_auto_oracle\interval_8.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,204,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_300s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_300s_auto_oracle\interval_9.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,204,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_300s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_60s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,one_thread_fair,40,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_60s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|variable_s_centering|sp_product_estimator|gini_subset_envelope|low_gini_l1_centering|local_centering|subset_inventory_imbalance|vehicle_transfer_cutset|support_duration|transfer_compat,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M1_tailored_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,one_thread_fair,40,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M1_tailored_60s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|local_centering_pairwise_h|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M2_plain_1200s.json,cplex,custom,not_certified,one_thread_fair,1200,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M2_plain_300s.json,cplex,custom,not_certified,one_thread_fair,300,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M2_tailored_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,816,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M2_tailored_1200s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M2_tailored_300s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,one_thread_fair,300,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/V12_M2_tailored_300s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\V12_M2_tailored_3600s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,2448,E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\progress_traces\V12_M2_tailored_3600s.progress.csv,,False,False,True,
