result_package,fresh_run,source_round,git_commit,command_hash,instance,instance_path,instance_class,row_kind,budget_seconds,status,certified_original_problem,LB,UB,gap,runtime_seconds,actual_stop_reason,closed_leaf_count,open_leaf_count,certificate_source,paper_core_valid,diagnostic_rows_used,plain_cplex_used_as_certificate,bpc_used,archive_or_known_ub_used,external_incumbent_used,route_mask_used,manual_ub_import_used,same_run_incumbent_used,same_run_incumbent_verified,route_cutset_callback_enabled,route_cutset_candidate_source,route_cutset_candidates,route_cutset_cuts_added,route_cutset_violations,route_cutset_max_violation,route_cutset_avg_violation,route_cutset_cuts_size_2,route_cutset_cuts_size_3,route_cutset_cuts_size_4,route_cutset_cuts_size_5,compact_bc_nodes,time_per_node,thread_count,thread_fairness_class,peak_memory_mb,json_path,progress_path,frontier_progress_path,monitor_path,log_path,stdout_log_path,model_path,benchmark_role
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,9e53076b92aa641d,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard,plain,14400,not_certified,False,2.123383071,2.44369311412,0.131076214631,14405.9306173,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3201_plain_14400s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_plain_14400s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_plain_14400s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_plain_14400s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3201_plain_14400s.lp,official_plain_cplex_benchmark
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,6b9f1ebdf8645836,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard,plain,3600,not_certified,False,2.0752402248,2.44369311412,0.150777070652,3600.1449931,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3201_plain_3600s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_plain_3600s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_plain_3600s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_plain_3600s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3201_plain_3600s.lp,official_plain_cplex_benchmark
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,457780fe5be08a70,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard,tailored,14400,gcap_frontier_not_closed,False,1.74210803,2.44340319194,0.287015734552,11442.9607072,open_bpc_or_frontier_nodes,0,0,not_certified,True,False,False,False,False,False,False,False,True,True,True,callback,886,100,100,1.42857142857,0.61217144396,20,80,0,0,115383,0.09917371456107052,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3201_tailored_14400s.json,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_14400s.progress.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_14400s.progress.frontier.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_14400s.monitor.csv,,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_tailored_14400s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3201_tailored_14400s.lp,paper_core
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,0c6a81b6b0f7c4af,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard,tailored,3600,wrapper_error_noncertified,False,1.74210803,2.44340319194,0.28701573455144314,530.9783082008362,native_exit_without_json,0,0,No certificate: solver did not write a final JSON; wrapper preserved only a valid package-local parent checkpoint when available.,True,False,False,False,False,False,False,False,False,False,True,callback,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3201_tailored_3600s.json,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_3600s.progress.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_3600s.progress.frontier.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3201_tailored_3600s.monitor.csv,,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3201_tailored_3600s.stdout.log.txt,,paper_core
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,605b8aa769ddf4e9a475eb8b4141db2390c66f5f,76e38cd6edaba38b,high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,easy,plain,1200,not_certified,False,1.1723045726,1.78995822424,0.345065959237,1200.127102,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3202_plain_1200s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_plain_1200s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_plain_1200s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_plain_1200s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3202_plain_1200s.lp,official_plain_cplex_benchmark
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,605b8aa769ddf4e9a475eb8b4141db2390c66f5f,bcf1624d7e767362,high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,easy,plain,300,not_certified,False,1.065564977,3.03088519537,0.648431099063,300.0718052,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3202_plain_300s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_plain_300s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_plain_300s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_plain_300s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3202_plain_300s.lp,official_plain_cplex_benchmark
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,16fa3f7312b13dca,high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,easy,tailored,1200,optimal,True,1.74931345205,1.74931345205,0,304.4794146,certified,0,0,frontier_all_intervals_closed_or_fathomed,True,False,False,False,False,False,False,False,True,True,True,callback,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3202_tailored_1200s.json,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_1200s.progress.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_1200s.progress.frontier.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_1200s.monitor.csv,,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_tailored_1200s.stdout.log.txt,,paper_core
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,9a35fff3968f1d90,high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,easy,tailored,300,gcap_frontier_not_closed,False,1.06421478404,1.74931345205,0.391638598107,208.8569763,automatic_interval_oracle_left_open_leaves,0,2,not_certified,True,False,False,False,False,False,False,False,True,True,True,callback,454,50,50,0.971255628038,0.512757878776,8,38,4,0,5004,0.04173800485611511,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3202_tailored_300s.json,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_300s.progress.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_300s.progress.frontier.csv,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/high_imbalance_seed3202_tailored_300s.monitor.csv,,results/gf_tailored_bc_route_profile_full_frontier_round/logs/high_imbalance_seed3202_tailored_300s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/high_imbalance_seed3202_tailored_300s.lp,paper_core
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,90737cba8da133fb,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,hard,plain,14400,not_certified,False,0.041646166175,0.0493689986907,0.156430811249,14460.6245287,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3301_plain_14400s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/moderate_seed3301_plain_14400s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/moderate_seed3301_plain_14400s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/moderate_seed3301_plain_14400s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/moderate_seed3301_plain_14400s.lp,official_plain_cplex_benchmark
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,b229f949977360b2ca14b213a10131c262a86579,92d0e4cfcd584451,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,hard,plain,3600,not_certified,False,0.040996444816,0.049647278371,0.17424587689,3638.8099577,positive_gap,0,0,,False,False,False,False,False,False,False,False,False,False,False,not_applicable,0,0,0,0.0,0.0,0,0,0,0,0,not_available,1,one_thread_fair,see_monitor,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3301_plain_3600s.json,,,results/gf_tailored_bc_route_profile_full_frontier_round/progress_traces/moderate_seed3301_plain_3600s.monitor.csv,results/gf_tailored_bc_route_profile_full_frontier_round/logs/moderate_seed3301_plain_3600s.solver.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/logs/moderate_seed3301_plain_3600s.stdout.log.txt,results/gf_tailored_bc_route_profile_full_frontier_round/model_exports/moderate_seed3301_plain_3600s.lp,official_plain_cplex_benchmark
