telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.136526,lp_complete,L0,0,0.2375,infeasible,0,4.35692,"complete_lp_relaxation"
0.293321,lp_complete,L1,0.2375,0.475,infeasible,0.2375,4.35692,"complete_lp_relaxation"
0.600374,lp_complete,L2,0.475,0.7125,optimal,0.7125,4.35692,"complete_lp_relaxation"
0.600403,parent_lp_requeue,L2,0.475,0.7125,open,0.7125,4.35692,"selected_leaf_no_longer_controlling"
0.818135,lp_complete,L3,0.7125,0.95,optimal,4.24309,4.35692,"complete_lp_relaxation"
0.818159,parent_lp_requeue,L3,0.7125,0.95,open,4.24309,4.35692,"selected_leaf_no_longer_controlling"
1.32239,native_bound_target_reached,L2,0.475,0.7125,open,4.30298,4.35692,"c6_next_strict_frontier_bound_reached_requeue"
1.41945,native_bound_target_reached,L3,0.7125,0.95,open,4.31452,4.35692,"c6_next_strict_frontier_bound_reached_requeue"
1.92271,atomic_split,L2,0.475,0.7125,replaced,4.31452,4.35692,"current_complete_child_infeasibility"
2.89504,atomic_split,L3,0.7125,0.95,replaced,4.33097,4.35692,"current_complete_child_infeasibility"
3.36346,atomic_split,L3.0,0.7125,0.83125,replaced,4.33097,4.35692,"current_complete_child_infeasibility"
3.90533,terminal_mip_complete,L3.0.0,0.7125,0.771875,"OPTIMAL",4.35692,4.35692,"native_terminal_mip_optimal"
