leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.17962601768874273,1,0,1,0,0,"INFEASIBLE",0.33479019789386122,0.29882880000000001
L1,"",0,0.17962601768874273,0.35925203537748546,1,0,1,0,0,"INFEASIBLE",0.35714170547939456,0.59595549999999997
L2,"",0,0.35925203537748546,0.53887805306622816,1,1,0,1,0.58956333674838779,"OPTIMAL",0.23994064385656891,0.8605583
L2.0,"L2",1,0.35925203537748546,0.44906504422185678,1,1,0,1,0.59521651627960104,"OPTIMAL",0.27211377330155317,1.1373152
L2.1,"L2",1,0.44906504422185678,0.53887805306622816,1,1,0,1,0.65720345116560386,"OPTIMAL",0.22830240540637875,1.4055776
L3,"",0,0.53887805306622816,0.71850407075497091,1,0,1,0,0,"INFEASIBLE",0.24981117661376259,1.6642977000000001
L2.0.0,"L2.0",2,0.35925203537748546,0.40415853979967109,1,0,1,0,0,"INFEASIBLE",0.82005651248080502,2.0839346999999999
L2.0.1,"L2.0",2,0.40415853979967109,0.44906504422185678,1,1,0,1,0.62598346543560446,"OPTIMAL",0.25298816186376255,2.3516276999999999
L2.0.1.0,"L2.0.1",3,0.40415853979967109,0.42661179201076393,1,1,0,1,0.63382281055275735,"OPTIMAL",0.2459899249472989,2.6221293999999999
L2.0.1.1,"L2.0.1",3,0.42661179201076393,0.44906504422185678,1,1,0,1,0.64191703742822726,"OPTIMAL",0.28045296276647963,2.8987816
L2.0.1.0.0,"L2.0.1.0",4,0.40415853979967109,0.41538516590521751,1,1,0,1,0.64066258845288426,"OPTIMAL",0.25660536119093119,3.1777454999999999
L2.0.1.0.1,"L2.0.1.0",4,0.41538516590521751,0.42661179201076393,1,1,0,1,0.64125221213751948,"OPTIMAL",0.2599547112316572,3.4521709
L2.0.1.0.0.0,"L2.0.1.0.0",5,0.40415853979967109,0.40977185285244433,1,0,1,0,0,"INFEASIBLE",0.63707583041864513,3.8173121000000001
L2.0.1.0.0.1,"L2.0.1.0.0",5,0.40977185285244433,0.41538516590521751,1,1,0,1,0.64437119090041706,"OPTIMAL",0.25987086728354269,4.1392534000000003
L2.0.1.0.1.0,"L2.0.1.0.1",5,0.41538516590521751,0.4209984789579907,1,1,0,1,0.64462785072376405,"OPTIMAL",0.24766457458569222,4.410228
L2.0.1.0.1.1,"L2.0.1.0.1",5,0.4209984789579907,0.42661179201076393,1,1,0,1,0.64496380683157462,"OPTIMAL",0.25434139933086108,4.6867878999999997
L2.0.1.1.0,"L2.0.1.1",4,0.42661179201076393,0.43783841811631036,1,1,0,1,0.64354252678624313,"OPTIMAL",0.24467601548797449,4.9592707000000003
L2.0.1.1.1,"L2.0.1.1",4,0.43783841811631036,0.44906504422185678,1,1,0,1,0.65004542008588062,"OPTIMAL",0.25131347917175867,5.2253037000000004
L2.0.1.1.0.0,"L2.0.1.1.0",5,0.42661179201076393,0.43222510506353717,1,1,0,1,0.64585288129205443,"OPTIMAL",0.26643563302394579,5.4965422999999998
L2.0.1.1.0.1,"L2.0.1.1.0",5,0.43222510506353717,0.43783841811631036,1,1,0,1,0.64728989048119678,"OPTIMAL",0.24774532364133314,5.7652286000000004
L2.0.1.0.0.1.0,"L2.0.1.0.0.1",6,0.40977185285244433,0.41257850937883089,1,1,0,1,0.64614465406015587,"OPTIMAL",0.23667245627441236,6.0336122999999997
L2.0.1.0.0.1.1,"L2.0.1.0.0.1",6,0.41257850937883089,0.41538516590521751,1,1,0,1,0.64622584885353807,"OPTIMAL",0.25450597596142471,6.3300739999999998
