telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.704932,lp_complete,L0,0,0.0489091,optimal,0.0489091,0.195636,"complete_lp_relaxation"
1.71591,atomic_split,L0,0,0.0489091,replaced,0.0489091,0.195636,"strict_child_lp_bound_improvement"
2.20362,lp_complete,L1,0.0489091,0.0978181,optimal,0.0978181,0.195636,"complete_lp_relaxation"
3.20379,atomic_split,L1,0.0489091,0.0978181,replaced,0.0978181,0.195636,"strict_child_lp_bound_improvement"
3.69715,lp_complete,L2,0.0978181,0.146727,optimal,0.127181,0.195636,"complete_lp_relaxation"
4.59915,atomic_split,L2,0.0978181,0.146727,replaced,0.127181,0.195636,"strict_child_lp_bound_improvement"
5.25659,atomic_split,L0.0,0,0.0244545,replaced,0.127951,0.195636,"strict_child_lp_bound_improvement"
6.33932,atomic_split,L0.1,0.0244545,0.0489091,replaced,0.133151,0.195636,"strict_child_lp_bound_improvement"
7.12529,atomic_split,L0.1.0,0.0244545,0.0366818,replaced,0.133566,0.195636,"strict_child_lp_bound_improvement"
7.77748,atomic_split,L0.0.1,0.0122273,0.0244545,replaced,0.134974,0.195636,"strict_child_lp_bound_improvement"
8.86967,atomic_split,L0.1.1,0.0366818,0.0489091,replaced,0.13624,0.195636,"strict_child_lp_bound_improvement"
9.52514,atomic_split,L0.1.0.0,0.0244545,0.0305682,replaced,0.136515,0.195636,"strict_child_lp_bound_improvement"
10.2343,atomic_split,L0.1.0.1,0.0305682,0.0366818,replaced,0.136765,0.195636,"strict_child_lp_bound_improvement"
10.8968,atomic_split,L0.0.1.1,0.0183409,0.0244545,replaced,0.137269,0.195636,"strict_child_lp_bound_improvement"
11.9458,atomic_split,L0.1.1.0,0.0366818,0.0427954,replaced,0.137843,0.195636,"strict_child_lp_bound_improvement"
12.6242,atomic_split,L0.1.0.0.1,0.0275113,0.0305682,replaced,0.138022,0.195636,"strict_child_lp_bound_improvement"
13.3042,atomic_split,L0.1.0.1.0,0.0305682,0.033625,replaced,0.138113,0.195636,"strict_child_lp_bound_improvement"
14.0283,atomic_split,L0.1.0.0.0,0.0244545,0.0275113,replaced,0.138197,0.195636,"strict_child_lp_bound_improvement"
14.8025,atomic_split,L0.1.0.1.1,0.033625,0.0366818,replaced,0.138297,0.195636,"strict_child_lp_bound_improvement"
15.8448,atomic_split,L1.0,0.0489091,0.0733636,replaced,0.138366,0.195636,"strict_child_lp_bound_improvement"
