source_stage,instance,family,V,M,arm,repetition,budget_seconds,return_code,emergency_timeout,status,verified_ub,common_verified_ub,valid_final_lb,common_ub_gap,strict_certificate,runtime_seconds,root_coverage_valid,parent_child_coverage_valid,all_relevant_leaves_closed,all_leaf_bounds_valid,global_bound_monotone,leaf_bounds_monotone,lifecycle_complete,failure_reason,run_id,run_path
stage1,V12_M1,v12,12,1,C0-DIAG,0,300,0,False,optimal,0.3572005832084155,0.3572005832084155,0.3572005832084145,2.797309884512809e-15,True,29.2882173,True,True,True,True,True,True,True,none,stage1__V12_M1__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c0_diag__300s
stage1,V12_M1,v12,12,1,C4-CANDIDATE,0,300,0,False,optimal,0.3572005832084155,0.3572005832084155,0.3572005832084146,2.641903779817653e-15,True,134.8882327,True,True,True,True,True,True,True,none,stage1__V12_M1__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c4_candidate__300s
stage1,V12_M1,v12,12,1,C5-CANDIDATE,0,300,0,False,optimal,0.3572005832084155,0.3572005832084155,0.3572005832084146,2.641903779817653e-15,True,54.1525926,True,True,True,True,True,True,True,none,stage1__V12_M1__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M1__c5_candidate__300s
stage1,V12_M2,v12,12,2,C0-DIAG,0,300,0,False,optimal,0.7185040707549709,0.7185040707549709,0.7185040707549689,2.781336286968359e-15,True,184.9469444,True,True,True,True,True,True,True,none,stage1__V12_M2__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c0_diag__300s
stage1,V12_M2,v12,12,2,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.7185040707549709,0.7185040707549709,0.6557601837879294,0.08732572231791685,False,295.0228494,True,True,False,True,True,True,True,overall_global_deadline,stage1__V12_M2__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c4_candidate__300s
stage1,V12_M2,v12,12,2,C5-CANDIDATE,0,300,0,False,optimal,0.7185040707549709,0.7185040707549709,0.7185040707549704,7.725934130467664e-16,True,228.2343925,True,True,True,True,True,True,True,none,stage1__V12_M2__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s
stage1,high_imbalance_seed3202,high_imbalance,20,3,C0-DIAG,0,300,0,False,external_gini_tree_time_limit,1.7493134520506337,1.7493134520506337,1.6974935979301984,0.02962296668998313,False,289.4636297,True,True,False,True,True,True,True,budget_finalization:finalization_reserve_boundary,stage1__high_imbalance_seed3202__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__high_imbalance_seed3202__c0_diag__300s
stage1,high_imbalance_seed3202,high_imbalance,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,1.7493134520506337,1.7493134520506337,1.610843602757366,0.07915668237213079,False,295.020539,True,True,False,True,True,True,True,overall_global_deadline,stage1__high_imbalance_seed3202__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__high_imbalance_seed3202__c4_candidate__300s
stage1,high_imbalance_seed3202,high_imbalance,20,3,C5-CANDIDATE,0,300,0,False,optimal,1.7493134520506337,1.7493134520506337,1.749313452050631,1.5231891437048475e-15,True,211.6287695,True,True,True,True,True,True,True,none,stage1__high_imbalance_seed3202__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__high_imbalance_seed3202__c5_candidate__300s
stage1,moderate_seed3302,moderate,20,3,C0-DIAG,0,300,0,False,external_gini_tree_time_limit,0.19563620654901237,0.19563620654901237,0.15986358119059038,0.1828527857365704,False,289.5450709,True,True,False,True,True,True,True,budget_finalization:finalization_reserve_boundary,stage1__moderate_seed3302__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c0_diag__300s
stage1,moderate_seed3302,moderate,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.19563620654901237,0.19563620654901237,0.13953281761623015,0.28677405845490433,False,295.0243176,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed3302__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c4_candidate__300s
stage1,moderate_seed3302,moderate,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.19563620654901237,0.19563620654901237,0.13984710960974936,0.2851675460456563,False,295.0485857,True,True,False,True,True,True,True,overall_global_deadline,stage1__moderate_seed3302__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__moderate_seed3302__c5_candidate__300s
stage1,tight_T_seed3101,tight_T,20,3,C0-DIAG,0,300,0,False,external_gini_tree_time_limit,0.10725273413394144,0.10725273413394144,0.052801353735599986,0.507692235895268,False,289.4462403,True,True,False,True,True,True,True,budget_finalization:finalization_reserve_boundary,stage1__tight_T_seed3101__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed3101__c0_diag__300s
stage1,tight_T_seed3101,tight_T,20,3,C4-CANDIDATE,0,300,0,False,round29_c4_external_gini_tree_time_limit,0.10725273413394144,0.10725273413394144,0.05362636706697072,0.5,False,295.0305634,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed3101__c4_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed3101__c4_candidate__300s
stage1,tight_T_seed3101,tight_T,20,3,C5-CANDIDATE,0,300,0,False,round30_c5_external_gini_tree_time_limit,0.10725273413394144,0.10725273413394144,0.05362636706697072,0.5,False,295.0305776,True,True,False,True,True,True,True,overall_global_deadline,stage1__tight_T_seed3101__c5_candidate__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed3101__c5_candidate__300s
stage1,tight_T_seed5102,tight_T,20,3,C0-DIAG,0,300,0,False,external_gini_tree_time_limit,0.3623546627845846,0.3623546627845846,0.3191184382499574,0.11932018261437587,False,289.6451472,True,True,False,True,True,True,True,budget_finalization:finalization_reserve_boundary,stage1__tight_T_seed5102__c0_diag__300s,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__tight_T_seed5102__c0_diag__300s
