instance_id,arm,parent_id,iteration,method,bracket_lower,bracket_upper,probe,left_value,right_value,capped_value,decision,reason
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,10,monotone-root-solver,0.011139532914163662,0.011144546831653843,0.011142039872908752,0.018279199148930156,0.018280100454931208,0.018279199148930156,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,11,monotone-root-solver,0.011139532914163662,0.011142039872908752,0.011140786393536207,0.018279804722481773,0.018279264756611298,0.018279264756611298,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,12,monotone-root-solver,0.011140786393536207,0.011142039872908752,0.011141413133222479,0.018279238010828609,0.018279682605776681,0.018279238010828609,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,13,monotone-root-solver,0.011140786393536207,0.011141413133222479,0.011141099763379344,0.018279785642200709,0.018279473681195389,0.018279473681195389,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,14,monotone-root-solver,0.011141099763379344,0.011141413133222479,0.011141256448300912,0.018279247726274185,0.01827957814348638,0.018279247726274185,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,pmm,L2,15,monotone-root-solver,0.011141099763379344,0.011141256448300912,0.011141178105840128,0.018279785642200709,0.018279473681195389,0.018279473681195389,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,0,monotone-root-solver,0.010768503019890283,0.015902754529835427,0.013335628774862855,0.01813822142257706,0.019742506234664389,0.01813822142257706,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,1,monotone-root-solver,0.010768503019890283,0.013335628774862855,0.01205206589737657,0.0182206085069231,0.018886805976097883,0.0182206085069231,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,2,monotone-root-solver,0.010768503019890283,0.01205206589737657,0.011410284458633426,0.018261926999937457,0.0184589388945978,0.018261926999937457,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,3,monotone-root-solver,0.010768503019890283,0.011410284458633426,0.011089393739261854,0.018283163235141821,0.018245001088004614,0.018245001088004614,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,4,monotone-root-solver,0.011089393739261854,0.011410284458633426,0.011249839098947639,0.018272226918505122,0.01835197034762022,0.018272226918505122,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,5,monotone-root-solver,0.011089393739261854,0.011249839098947639,0.011169616419104748,0.018277243271921616,0.018298485806954812,0.018277243271921616,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,6,monotone-root-solver,0.011089393739261854,0.011169616419104748,0.0111295050791833,0.018280491581954151,0.018271743469773071,0.018271743469773071,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,7,monotone-root-solver,0.0111295050791833,0.011169616419104748,0.011149560749144024,0.018278732791661652,0.018285114643936295,0.018278732791661652,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,8,monotone-root-solver,0.0111295050791833,0.011149560749144024,0.011139532914163662,0.018279631662366781,0.018278429058247884,0.018278429058247884,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,9,monotone-root-solver,0.011139532914163662,0.011149560749144024,0.011144546831653843,0.018279043699479105,0.018281771851440358,0.018279043699479105,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,10,monotone-root-solver,0.011139532914163662,0.011144546831653843,0.011142039872908752,0.018279199148930156,0.018280100454931208,0.018279199148930156,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,11,monotone-root-solver,0.011139532914163662,0.011142039872908752,0.011140786393536207,0.018279804722481773,0.018279264756611298,0.018279264756611298,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,12,monotone-root-solver,0.011140786393536207,0.011142039872908752,0.011141413133222479,0.018279238010828609,0.018279682605776681,0.018279238010828609,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,13,monotone-root-solver,0.011140786393536207,0.011141413133222479,0.011141099763379344,0.018279785642200709,0.018279473681195389,0.018279473681195389,right,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,14,monotone-root-solver,0.011141099763379344,0.011141413133222479,0.011141256448300912,0.018279247726274185,0.01827957814348638,0.018279247726274185,left,deterministic_difference_bisection
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fpmm,L2,15,monotone-root-solver,0.011141099763379344,0.011141256448300912,0.011141178105840128,0.018279785642200709,0.018279473681195389,0.018279473681195389,right,deterministic_difference_bisection
