number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
1,witnesses\1\result.json,baf4ea92bc8bd5eea7b47a76e14ad16b10a9aab5b0e3b628d2c7862da9db5b7b,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
2,witnesses\2\result.json,baf4ea92bc8bd5eea7b47a76e14ad16b10a9aab5b0e3b628d2c7862da9db5b7b,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
2,witnesses\2\initial_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
3,witnesses\3\result.json,baf4ea92bc8bd5eea7b47a76e14ad16b10a9aab5b0e3b628d2c7862da9db5b7b,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
3,witnesses\3\initial_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,4.0,True
4,witnesses\4\result.json,bee89f3763b29d7429e8715e0fa0910f341823a47cd290cf7c37cc46dbdc9abc,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
5,witnesses\5\result.json,bee89f3763b29d7429e8715e0fa0910f341823a47cd290cf7c37cc46dbdc9abc,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
5,witnesses\5\initial_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
5,witnesses\5\native_0_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
6,witnesses\6\result.json,bee89f3763b29d7429e8715e0fa0910f341823a47cd290cf7c37cc46dbdc9abc,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
6,witnesses\6\initial_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
6,witnesses\6\native_0_witness.json,9c1e6bcc6669d7a367fc72deb08fc64e22a033eeeda487c44bce603ae893e9b5,0.20833333333333331,0.13333333333333333,0.5,1,1,0,2.0,True
7,witnesses\7\result.json,decdb8f83636ebf68e319b6f7ca9477ad2ab6fdb369153fa27e7ed48f5370ef9,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
8,witnesses\8\result.json,ef6a784db5d0c78b37f1bfce6754f2f7d401bee9ed96112f0fc2ed15f68b5d4c,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
8,witnesses\8\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
8,witnesses\8\native_0_witness.json,fc982b83b895f60945002bec7f67c5040b7f0e621bf19ce610d0aa04ed07198c,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
9,witnesses\9\result.json,bfc779de6edc2e48ab74c273f05fd68c2a874d1be79cdab51a696594bd532e45,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
9,witnesses\9\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
9,witnesses\9\native_0_witness.json,00323d7cf7679309dadd9128776335dce3297a0abe690251be0453d766fb2b17,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
10,witnesses\10\result.json,0de40ff5417a38a6588f4c59955661d2ce1e6cf95a1260bceffb1a063abddcf9,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
10,witnesses\10\initial_witness.json,dcb5b3cd85afc651e2a376ff038f2a5310001c5b356e962db478fe741460151b,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
10,witnesses\10\native_0_witness.json,fc35ae99aa3c10e0abe14db55c1108e7bd3c7405d6aab0b828ba942d9fef6608,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
11,witnesses\11\result.json,1eafea4174c5ad4ed2717982ebd2a5be9f7acf7eeb5bba002add35a623745b61,0.15724117585229214,0.03787648951880368,0.7957645755565899,30,124,124,16221.84038522344,True
12,witnesses\12\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
12,witnesses\12\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
14,witnesses\14\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
14,witnesses\14\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
15,witnesses\15\result.json,e154daa4a931ad28f4ecc0b5baa1592dee54fc8159815824a9a138cc4fd2ea58,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
16,witnesses\16\result.json,531ebb7b31eda52116dbab284d716dfd5d84f0722e512ac8c1c3e672ee9b5122,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
16,witnesses\16\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
16,witnesses\16\native_0_witness.json,0364f59b49ce340ff57430ca1fed2a80dfb7a23706e803df9f821ef649aed21f,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
17,witnesses\17\result.json,1029b2830f2888cd205ca60ede34a4edddfc315430194310729772ccc56e0e11,0.0454514587314642,0.021550293525836497,0.15934110137085136,11,29,29,2793.6785820707596,True
17,witnesses\17\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
17,witnesses\17\native_0_witness.json,3906749572ec4f607fdf8b3910d64c11b7b58975207caa1a37c9bda360dcd0e2,0.0454514587314642,0.021550293525836497,0.15934110137085136,11,29,29,2793.6785820707596,True
18,witnesses\18\result.json,6a7ddf46193b8505b3f2a2e7017efaefcedf21244abc94c27a4c37d4e810dccd,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
18,witnesses\18\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
18,witnesses\18\native_0_witness.json,00feff78dab326384d5de3231343f42ecd66ab972bcab34401f46f043d6c244c,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
19,witnesses\19\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
20,witnesses\20\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
20,witnesses\20\initial_witness.json,8d95b93e8054657c92a9c0ef97d454d44cf55b6dd3569e964844f584e7bff95a,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
20,witnesses\20\native_0_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
21,witnesses\21\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
21,witnesses\21\initial_witness.json,8d95b93e8054657c92a9c0ef97d454d44cf55b6dd3569e964844f584e7bff95a,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
21,witnesses\21\native_0_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
22,witnesses\22\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
22,witnesses\22\initial_witness.json,8d95b93e8054657c92a9c0ef97d454d44cf55b6dd3569e964844f584e7bff95a,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
22,witnesses\22\native_0_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
