leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.15188232080449321,0,0.60752928321797284,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.15188232080449321,0.30376464160898642,0.15188232080449321,0.43729357114072354,replaced,1,1,0,0.43729357114072354,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.30376464160898642,0.45564696241347963,0.30376464160898642,0.57093931056633551,replaced,1,1,0,0.57093931056633551,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.45564696241347963,0.60752928321797284,0.45564696241347963,0.60752928321797284,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.15188232080449321,0.22782348120673981,0.44430233636000221,0.44430233636000221,replaced,1,1,0,0.44430233636000221,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1,"L1",1,1,0.22782348120673981,0.30376464160898642,0.4949981501640891,0.4949981501640891,open,1,1,0,0.4949981501640891,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0,"L2",1,0,0.30376464160898642,0.37970580201123305,0.57093931056633573,0.57093931056633573,open,1,1,0,0.57093931056633573,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.37970580201123305,0.45564696241347963,0.57093931056633551,0.60752928321797284,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.0.0,"L1.0",2,0,0.15188232080449321,0.18985290100561653,0.44430233636000221,0.60752928321797284,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.0.1,"L1.0",2,1,0.18985290100561653,0.22782348120673981,0.46610433583549443,0.46610433583549443,replaced,1,1,0,0.46610433583549443,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
