parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.00301644,R.0,0.00301644,true,"inherited_complete_parent_lp_bound"
R,0.00301644,R.1,0.00301644,true,"inherited_complete_parent_lp_bound"
R.0,0.00313158,R.0.0,0.00313158,true,"inherited_complete_parent_lp_bound"
R.0,0.00313158,R.0.1,0.00313158,true,"inherited_complete_parent_lp_bound"
R.1,0.0109105,R.1.0,0.0109105,true,"inherited_complete_parent_lp_bound"
R.1,0.0109105,R.1.1,0.0109105,true,"inherited_complete_parent_lp_bound"
R.0.0,0.0032094,R.0.0.0,0.0032094,true,"inherited_complete_parent_lp_bound"
R.0.0,0.0032094,R.0.0.1,0.0032094,true,"inherited_complete_parent_lp_bound"
R.0.1,0.00661237,R.0.1.0,0.00661237,true,"inherited_complete_parent_lp_bound"
R.0.1,0.00661237,R.0.1.1,0.00661237,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.00326366,R.0.0.0.0,0.00326366,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.00326366,R.0.0.0.1,0.00326366,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.00488933,R.0.0.1.0,0.00488933,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.00488933,R.0.0.1.1,0.00488933,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.00347235,R.0.0.0.0.0,0.00347235,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.00347235,R.0.0.0.0.1,0.00347235,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.00406853,R.0.0.0.1.0,0.00406853,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.00406853,R.0.0.0.1.1,0.00406853,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1,0.00378615,R.0.0.0.0.1.0,0.00378615,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1,0.00378615,R.0.0.0.0.1.1,0.00378615,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1,0.00394404,R.0.0.0.0.1.1.0,0.00394404,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1,0.00394404,R.0.0.0.0.1.1.1,0.00394404,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0,0.00390203,R.0.0.0.0.1.0.0,0.00390203,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0,0.00390203,R.0.0.0.0.1.0.1,0.00390203,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0.0,0.00396061,R.0.0.0.0.1.0.0.0,0.00396061,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0.0,0.00396061,R.0.0.0.0.1.0.0.1,0.00396061,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0.1,0.00398102,R.0.0.0.0.1.0.1.0,0.00398102,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.0.1,0.00398102,R.0.0.0.0.1.0.1.1,0.00398102,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1.1,0.00402289,R.0.0.0.0.1.1.1.0,0.00402289,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1.1,0.00402289,R.0.0.0.0.1.1.1.1,0.00402289,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1.0,0.00400231,R.0.0.0.0.1.1.0.0,0.00400231,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1.1.0,0.00400231,R.0.0.0.0.1.1.0.1,0.00400231,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.00449374,R.0.0.0.1.1.0,0.00449374,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.00449374,R.0.0.0.1.1.1,0.00449374,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.00407592,R.0.0.0.1.0.0,0.00407592,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.00407592,R.0.0.0.1.0.1,0.00407592,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0,0.00407963,R.0.0.0.1.0.0.0,0.00407963,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0,0.00407963,R.0.0.0.1.0.0.1,0.00407963,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1,0.0042886,R.0.0.0.1.0.1.0,0.0042886,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.1,0.0042886,R.0.0.0.1.0.1.1,0.0042886,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0.0.0,0.00408173,R.0.0.0.1.0.0.0.0,0.00408173,true,"inherited_complete_parent_lp_bound"
