leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.17139937077610898,1,0,1,0,0,"INFEASIBLE",16.211749248185303,6.4285547999999997
L1,"",0,0.17139937077610898,0.34279874155221796,1,1,0,1,0.48661597140378293,"OPTIMAL",8.917696270941061,10.760604300000001
L1.0,"L1",1,0.17139937077610898,0.25709905616416345,1,0,1,0,0,"INFEASIBLE",35.517972192076968,22.8523052
L1.1,"L1",1,0.25709905616416345,0.34279874155221796,1,1,0,1,0.54085406369392131,"OPTIMAL",10.138922576612519,27.489530999999999
L2,"",0,0.34279874155221796,0.51419811232832691,1,1,0,1,0.62305459378377903,"OPTIMAL",7.7323560094117214,31.399282899999999
L2.0,"L2",1,0.34279874155221796,0.4284984269402724,1,1,0,1,0.62305459378378025,"OPTIMAL",8.4221832679578075,35.565798899999997
L2.1,"L2",1,0.4284984269402724,0.51419811232832691,1,0,1,0,0,"INFEASIBLE",25.771084042264253,44.950304600000003
L3,"",0,0.51419811232832691,0.68559748310443591,1,0,1,0,0,"INFEASIBLE",4.2036653613990982,47.822688999999997
L1.1.0,"L1.1",2,0.25709905616416345,0.2999488988581907,1,1,0,1,0.54231877512993165,"OPTIMAL",9.8454713771034044,52.366971599999999
L1.1.1,"L1.1",2,0.2999488988581907,0.34279874155221796,1,1,0,1,0.580204751089752,"OPTIMAL",9.7531728139116041,56.835539400000002
L1.1.0.0,"L1.1.0",3,0.25709905616416345,0.27852397751117708,1,1,0,1,0.54379133719384065,"OPTIMAL",11.082941500171728,61.742637199999997
L1.1.0.1,"L1.1.0",3,0.27852397751117708,0.2999488988581907,1,1,0,1,0.55877982974273788,"OPTIMAL",9.4343821197860596,66.916623299999998
L1.1.0.0.0,"L1.1.0.0",4,0.25709905616416345,0.26781151683767024,1,1,0,1,0.56328902666948377,"OPTIMAL",10.13749265132209,71.535518699999997
L1.1.0.0.1,"L1.1.0.0",4,0.26781151683767024,0.27852397751117708,1,1,0,1,0.5500939861220876,"OPTIMAL",11.944622102620926,76.723276999999996
L1.1.0.0.1.0,"L1.1.0.0.1",5,0.26781151683767024,0.27316774717442366,1,1,0,1,0.55080815504663205,"OPTIMAL",9.025489465832262,80.970048199999994
L1.1.0.0.1.1,"L1.1.0.0.1",5,0.27316774717442366,0.27852397751117708,1,1,0,1,0.55365637793441991,"OPTIMAL",11.381369518531841,85.9511349
L1.1.0.0.1.0.0,"L1.1.0.0.1.0",6,0.26781151683767024,0.27048963200604692,1,1,0,1,0.55393235163299936,"OPTIMAL",10.36883070126391,90.676178399999998
L1.1.0.0.1.0.1,"L1.1.0.0.1.0",6,0.27048963200604692,0.27316774717442366,1,1,0,1,0.55220266620912672,"OPTIMAL",10.528596801547373,95.430393899999999
L1.1.0.0.1.0.1.0,"L1.1.0.0.1.0.1",7,0.27048963200604692,0.27182868959023532,1,1,0,1,0.55281184970989439,"OPTIMAL",13.689827464004477,101.1066637
L1.1.0.0.1.0.1.1,"L1.1.0.0.1.0.1",7,0.27182868959023532,0.27316774717442366,1,1,0,1,0.55292123052280773,"OPTIMAL",9.5421583912207808,105.5263345
L1.1.0.0.1.0.1.0.0,"L1.1.0.0.1.0.1.0",8,0.27048963200604692,0.27115916079814112,1,1,0,1,0.55366184918688477,"OPTIMAL",10.914852898882499,110.3965268
L1.1.0.0.1.0.1.0.1,"L1.1.0.0.1.0.1.0",8,0.27115916079814112,0.27182868959023532,1,1,0,1,0.55311542018698956,"OPTIMAL",9.0380834995750767,114.6723463
L1.1.0.0.1.0.1.1.0,"L1.1.0.0.1.0.1.1",8,0.27182868959023532,0.27249821838232946,1,1,0,1,0.55308918207075763,"OPTIMAL",11.566548074666438,119.6908742
L1.1.0.0.1.0.1.1.1,"L1.1.0.0.1.0.1.1",8,0.27249821838232946,0.27316774717442366,1,1,0,1,0.55330730687940699,"OPTIMAL",10.404731961475196,124.4187663
