leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,iterations,telemetry_seconds
R,"",0,0,0.10725273413394144,1,1,0,1,0.0016924392371626496,"OPTIMAL",0.86862810419578529,4036,0.4757518
R.0,"R",1,0,0.053626367066970722,1,1,0,1,0.001692377285039745,"OPTIMAL",0.80744600818721723,3693,0.90850900000000001
R.0.0,"R.0",2,0,0.026813183533485361,1,1,0,1,0.0016925727951540379,"OPTIMAL",0.8842248045502501,4106,1.3586088999999999
R.0.1,"R.0",2,0.026813183533485361,0.053626367066970722,1,1,0,1,0.027935013151329742,"OPTIMAL",0.86626491051999155,4251,1.8130649000000001
R.1,"R",1,0.053626367066970722,0.10725273413394144,1,1,0,1,0.054748196684815148,"OPTIMAL",0.95976838394445241,4662,2.2962551000000002
R.0.0.0,"R.0.0",3,0,0.01340659176674268,1,1,0,1,0.0017279597593749347,"OPTIMAL",0.77761474963089749,3681,2.7209932000000001
R.0.0.1,"R.0.0",3,0.01340659176674268,0.026813183533485361,1,1,0,1,0.014528421384587114,"OPTIMAL",0.71870358167869075,3529,3.1375199
R.0.0.0.0,"R.0.0.0",4,0,0.0067032958833713402,1,1,0,1,0.0020391900502847058,"OPTIMAL",0.71444990728313107,3232,3.5398263000000001
R.0.0.0.1,"R.0.0.0",4,0.0067032958833713402,0.01340659176674268,1,1,0,1,0.0078253067580597874,"OPTIMAL",0.78123034507114275,3516,3.9689323999999999
R.0.0.0.0.0,"R.0.0.0.0",5,0,0.0033516479416856701,1,0,1,0,0,"INFEASIBLE",0.85415954316079645,3372,4.4354551000000004
R.0.0.0.0.1,"R.0.0.0.0",5,0.0033516479416856701,0.0067032958833713402,1,1,0,1,0.0046366344377863885,"OPTIMAL",0.6490450473193401,2716,4.8391247000000002
R.0.0.0.0.1.1,"R.0.0.0.0.1",6,0.0050274719125285054,0.0067032958833713402,1,1,0,1,0.0061493015303729177,"OPTIMAL",0.78646921943230963,3577,5.2636960000000004
R.0.0.0.0.1.0,"R.0.0.0.0.1",6,0.0033516479416856701,0.0050274719125285054,1,1,0,1,0.004736994755359116,"OPTIMAL",0.85032137893636994,3512,5.7070145999999999
R.0.0.0.0.1.0.1,"R.0.0.0.0.1.0",7,0.004189559927107088,0.0050274719125285054,1,1,0,1,0.0053658209451723851,"OPTIMAL",0.80676881909915055,3356,6.139564
R.0.0.0.0.1.0.0,"R.0.0.0.0.1.0",7,0.0033516479416856701,0.004189559927107088,1,0,1,0,0,"INFEASIBLE",0.7975980769335731,3316,6.5696976999999999
R.0.0.0.0.1.0.1.1,"R.0.0.0.0.1.0.1",8,0.0046085159198177971,0.0050274719125285054,1,1,0,1,0.0057303881265358628,"OPTIMAL",0.8172873965063211,3477,7.0074306000000002
R.0.0.0.0.1.0.1.0,"R.0.0.0.0.1.0.1",8,0.004189559927107088,0.0046085159198177971,1,1,0,1,0.0054379281944134297,"OPTIMAL",0.74227222722624364,3040,7.4234836
