file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_best_new_combined_paper_safe_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_bucket_ratio_domain_tightening_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_denominator_estimator_strengthening_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_denominator_estimator_strengthening_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_10s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_1200s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_targeted_low_gini_centering_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_targeted_low_gini_centering_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_transfer_inventory_cuts_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\dominant_k4_low_gini_1_transfer_inventory_cuts_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\high_imbalance_seed3201_hard_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\low_gini_2_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\low_gini_2_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\low_gini_2_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\moderate_seed3302_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\moderate_seed3302_hard_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\moderate_seed3302_hard_bucket_ratio_domain_tightening_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\tight_T_seed3102_hard_best_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\tight_T_seed3102_hard_best_new_combined_paper_safe_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_dominant_s_bucket_round\raw\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,interval-cutoff-oracle,custom,interval_unresolved_timeout,0,1,0,compact_bc_single_thread,one_thread_fair,True,
