leaf,variant,budget_seconds,snapshot_scope,time_seconds,best_bound,best_bound_available,gap_to_cutoff,node_count,callback_counts,cut_counts,branch_counts,S,P,H,G_variable,objective_lower_bound_expression
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,0.0004339,0,false,0,0,0,gini_interval=0;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,0,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,30.0129224,0.0441333005788,true,0.00501924208588,771,1211,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,597,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,60.0248268,0.0454217989606,true,0.00373074370407,1923,2940,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,1446,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,90.0381915,0.0458773930946,true,0.00327514957015,3057,4511,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,2219,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,120.0422816,0.0463750239942,true,0.0027775186705,4386,6473,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,3188,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,150.0439169,0.0465849357588,true,0.00256760690586,5556,8131,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4014,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,180.0507087,0.0469093173966,true,0.00224322526812,6840,9862,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,4871,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,210.059024,0.0471321755464,true,0.00202036711826,7985,11341,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,5598,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,240.0648356,0.047350084933,true,0.0018024577317,9217,12875,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6355,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,270.0738779,0.0475204111537,true,0.00163213151104,10187,14095,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,6953,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,300.0741489,0.0476343748841,true,0.00151816778061,10929,15005,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,7400,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
low_gini_1,best_new_combined_paper_safe,1200,nearest_relaxation_callback,330.0865741,0.0477456603515,true,0.00140688231318,11862,16161,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;local_centering=0;subset_cross_h_centering=0;local_q_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,7971,not_exposed,not_exposed,not_exposed,not_exposed,cplex_native_best_bound
