parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.0987259,R.0,0.0987259,true,"inherited_complete_parent_lp_bound"
R,0.0987259,R.1,0.0987259,true,"inherited_complete_parent_lp_bound"
R.0,0.103657,R.0.0,0.103657,true,"inherited_complete_parent_lp_bound"
R.0,0.103657,R.0.1,0.103657,true,"inherited_complete_parent_lp_bound"
R.1,0.167931,R.1.0,0.167931,true,"inherited_complete_parent_lp_bound"
R.1,0.167931,R.1.1,0.167931,true,"inherited_complete_parent_lp_bound"
R.0.0,0.113908,R.0.0.0,0.113908,true,"inherited_complete_parent_lp_bound"
R.0.0,0.113908,R.0.0.1,0.113908,true,"inherited_complete_parent_lp_bound"
R.0.1,0.136021,R.0.1.0,0.136021,true,"inherited_complete_parent_lp_bound"
R.0.1,0.136021,R.0.1.1,0.136021,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.127181,R.0.0.0.0,0.127181,true,"inherited_complete_parent_lp_bound"
R.0.0.0,0.127181,R.0.0.0.1,0.127181,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.127951,R.0.0.1.0,0.127951,true,"inherited_complete_parent_lp_bound"
R.0.0.1,0.127951,R.0.0.1.1,0.127951,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.1463,R.0.0.0.0.0,0.1463,true,"inherited_complete_parent_lp_bound"
R.0.0.0.0,0.1463,R.0.0.0.0.1,0.1463,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.133566,R.0.0.0.1.0,0.133566,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1,0.133566,R.0.0.0.1.1,0.133566,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0,0.133151,R.0.0.1.0.0,0.133151,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0,0.133151,R.0.0.1.0.1,0.133151,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1,0.134974,R.0.0.1.1.0,0.134974,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1,0.134974,R.0.0.1.1.1,0.134974,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0,0.13624,R.0.0.1.0.0.0,0.13624,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0,0.13624,R.0.0.1.0.0.1,0.13624,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1,0.136515,R.0.0.1.0.1.0,0.136515,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1,0.136515,R.0.0.1.0.1.1,0.136515,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.141034,R.0.0.0.1.0.0,0.141034,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,0.141034,R.0.0.0.1.0.1,0.141034,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.136765,R.0.0.0.1.1.0,0.136765,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1,0.136765,R.0.0.0.1.1.1,0.136765,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0,0.137269,R.0.0.1.1.0.0,0.137269,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0,0.137269,R.0.0.1.1.0.1,0.137269,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.1,0.138477,R.0.0.1.1.1.0,0.138477,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.1,0.138477,R.0.0.1.1.1.1,0.138477,true,"inherited_complete_parent_lp_bound"
R.0.1.0,0.138297,R.0.1.0.0,0.138297,true,"inherited_complete_parent_lp_bound"
R.0.1.0,0.138297,R.0.1.0.1,0.138297,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.152249,R.0.1.1.0,0.152249,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.152249,R.0.1.1.1,0.152249,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1,0.137843,R.0.0.1.0.0.1.0,0.137843,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1,0.137843,R.0.0.1.0.0.1.1,0.137843,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0,0.138113,R.0.0.1.0.0.0.0,0.138113,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0,0.138113,R.0.0.1.0.0.0.1,0.138113,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0,0.138022,R.0.0.1.0.1.0.0,0.138022,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0,0.138022,R.0.0.1.0.1.0.1,0.138022,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1,0.138197,R.0.0.1.0.1.1.0,0.138197,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1,0.138197,R.0.0.1.0.1.1.1,0.138197,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0,0.138604,R.0.0.0.1.1.0.0,0.138604,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.0,0.138604,R.0.0.0.1.1.0.1,0.138604,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1,0.138366,R.0.0.0.1.1.1.0,0.138366,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1,0.138366,R.0.0.0.1.1.1.1,0.138366,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0.1,0.139025,R.0.0.1.1.0.1.0,0.139025,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0.1,0.139025,R.0.0.1.1.0.1.1,0.139025,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0.0,0.13841,R.0.0.1.1.0.0.0,0.13841,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0.0,0.13841,R.0.0.1.1.0.0.1,0.13841,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1.0,0.138782,R.0.0.1.0.0.1.0.0,0.138782,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1.0,0.138782,R.0.0.1.0.0.1.0.1,0.138782,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1.1,0.138676,R.0.0.1.0.0.1.1.0,0.138676,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.1.1,0.138676,R.0.0.1.0.0.1.1.1,0.138676,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0.1,0.138864,R.0.0.1.0.1.0.1.0,0.138864,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0.1,0.138864,R.0.0.1.0.1.0.1.1,0.138864,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0.0,0.138771,R.0.0.1.0.1.0.0.0,0.138771,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.0.0,0.138771,R.0.0.1.0.1.0.0.1,0.138771,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0.0,0.139043,R.0.0.1.0.0.0.0.0,0.139043,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0.0,0.139043,R.0.0.1.0.0.0.0.1,0.139043,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0.1,0.138914,R.0.0.1.0.0.0.1.0,0.138914,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.0.0.1,0.138914,R.0.0.1.0.0.0.1.1,0.138914,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1.1,0.139039,R.0.0.1.0.1.1.1.0,0.139039,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1.1,0.139039,R.0.0.1.0.1.1.1.1,0.139039,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1.0,0.138953,R.0.0.1.0.1.1.0.0,0.138953,true,"inherited_complete_parent_lp_bound"
R.0.0.1.0.1.1.0,0.138953,R.0.0.1.0.1.1.0.1,0.138953,true,"inherited_complete_parent_lp_bound"
R.0.1.0.0,0.139734,R.0.1.0.0.0,0.139734,true,"inherited_complete_parent_lp_bound"
R.0.1.0.0,0.139734,R.0.1.0.0.1,0.139734,true,"inherited_complete_parent_lp_bound"
R.0.1.0.1,0.146273,R.0.1.0.1.0,0.146273,true,"inherited_complete_parent_lp_bound"
R.0.1.0.1,0.146273,R.0.1.0.1.1,0.146273,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1.0,0.139287,R.0.0.0.1.1.1.0.0,0.139287,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1.0,0.139287,R.0.0.0.1.1.1.0.1,0.139287,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1.1,0.139167,R.0.0.0.1.1.1.1.0,0.139167,true,"inherited_complete_parent_lp_bound"
R.0.0.0.1.1.1.1,0.139167,R.0.0.0.1.1.1.1.1,0.139167,true,"inherited_complete_parent_lp_bound"
R.0.0.1.1.0.0.0,0.139122,R.0.0.1.1.0.0.0.0,0.139122,true,"inherited_complete_parent_lp_bound"
