leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,iterations,telemetry_seconds
R,"",0,0,0.71850407075497091,1,1,0,1,0.31853648128774964,"OPTIMAL",0.26255777862122487,793,0.28914479999999998
R.0,"R",1,0,0.35925203537748546,1,0,1,0,0,"INFEASIBLE",0.33386327446442821,1053,0.58301400000000003
R.1,"R",1,0.35925203537748546,0.71850407075497091,1,1,0,1,0.58128060012152361,"OPTIMAL",0.25548053865977155,786,0.85983920000000003
R.1.0,"R.1",2,0.35925203537748546,0.53887805306622816,1,1,0,1,0.58956333674838779,"OPTIMAL",0.23994064385656891,791,1.1360334999999999
R.1.1,"R.1",2,0.53887805306622816,0.71850407075497091,1,0,1,0,0,"INFEASIBLE",0.24981117661376259,800,1.4016561999999999
R.1.0.0,"R.1.0",3,0.35925203537748546,0.44906504422185678,1,1,0,1,0.59521651627960104,"OPTIMAL",0.27211377330155317,816,1.6839801999999999
R.1.0.1,"R.1.0",3,0.44906504422185678,0.53887805306622816,1,1,0,1,0.65720345116560386,"OPTIMAL",0.22830240540637875,737,1.9575966
R.1.0.0.0,"R.1.0.0",4,0.35925203537748546,0.40415853979967109,1,0,1,0,0,"INFEASIBLE",0.82005651248080502,2881,2.3771003999999998
R.1.0.0.1,"R.1.0.0",4,0.40415853979967109,0.44906504422185678,1,1,0,1,0.62598346543560446,"OPTIMAL",0.25298816186376255,771,2.6552547
R.1.0.0.1.0,"R.1.0.0.1",5,0.40415853979967109,0.42661179201076393,1,1,0,1,0.63382281055275735,"OPTIMAL",0.2459899249472989,725,2.9307780999999999
R.1.0.0.1.1,"R.1.0.0.1",5,0.42661179201076393,0.44906504422185678,1,1,0,1,0.64191703742822726,"OPTIMAL",0.28045296276647963,874,3.2198166000000001
R.1.0.0.1.0.0,"R.1.0.0.1.0",6,0.40415853979967109,0.41538516590521751,1,1,0,1,0.64066258845288426,"OPTIMAL",0.25660536119093119,789,3.4976224999999999
R.1.0.0.1.0.1,"R.1.0.0.1.0",6,0.41538516590521751,0.42661179201076393,1,1,0,1,0.64125221213751948,"OPTIMAL",0.2599547112316572,796,3.7815443000000002
R.1.0.0.1.0.0.1,"R.1.0.0.1.0.0",7,0.40977185285244433,0.41538516590521751,1,1,0,1,0.64437119090041706,"OPTIMAL",0.25987086728354269,832,4.0607243999999998
R.1.0.0.1.0.0.0,"R.1.0.0.1.0.0",7,0.40415853979967109,0.40977185285244433,1,0,1,0,0,"INFEASIBLE",0.63707583041864513,2230,4.4351506000000001
R.1.0.0.1.0.1.0,"R.1.0.0.1.0.1",7,0.41538516590521751,0.4209984789579907,1,1,0,1,0.64462785072376405,"OPTIMAL",0.24766457458569222,746,4.7075972999999998
R.1.0.0.1.0.1.1,"R.1.0.0.1.0.1",7,0.4209984789579907,0.42661179201076393,1,1,0,1,0.64496380683157462,"OPTIMAL",0.25434139933086108,806,4.9837647
R.1.0.0.1.1.0,"R.1.0.0.1.1",6,0.42661179201076393,0.43783841811631036,1,1,0,1,0.64354252678624313,"OPTIMAL",0.24467601548797449,736,5.2756593000000001
R.1.0.0.1.1.1,"R.1.0.0.1.1",6,0.43783841811631036,0.44906504422185678,1,1,0,1,0.65004542008588062,"OPTIMAL",0.25131347917175867,775,5.5493136999999999
R.1.0.0.1.1.0.1,"R.1.0.0.1.1.0",7,0.43222510506353717,0.43783841811631036,1,1,0,1,0.64728989048119678,"OPTIMAL",0.24774532364133314,805,5.8223228999999996
R.1.0.0.1.1.0.0,"R.1.0.0.1.1.0",7,0.42661179201076393,0.43222510506353717,1,1,0,1,0.64585288129205443,"OPTIMAL",0.26643563302394579,889,6.1017770000000002
R.1.0.0.1.0.0.1.0,"R.1.0.0.1.0.0.1",8,0.40977185285244433,0.41257850937883089,1,1,0,1,0.64614465406015587,"OPTIMAL",0.23667245627441236,795,6.3724885999999996
