leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"INFEASIBLE",0,48.7606,0.053,0.171999,0,428,0,0.0173746,ac2cd14b2ffdede149b41de827edec418f598a33c4fe0bc00fd4ec1c458710d0,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,48.5959,0.0580001,0.175558,0,687,0,0.0175793,0c91630b5a9a013aff2995611b0c57c7c85fa4a13aebf8a6cd43db3535c748e9,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L1_lp.gurobi.log"
L1.0,LP,"INFEASIBLE",0,48.4325,0.043,0.136526,0,333,0,0.0188189,8c78f28977d1e84bc4cfecb42c1b753c7b8a3af2d9a08cb65d97de7e0198a86f,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,48.2824,0.063,0.196544,0,678,0,0.020121,d160b6b592c5c2fae6b6596d5919ebebda1ca30b13572e74ea78eb0ffa91daec,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L1.1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,48.1108,0.0640001,0.206229,0,757,0,0.020121,d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L2_lp.gurobi.log"
L2.0,LP,"OPTIMAL",0,47.9389,0.063,0.194399,0,697,0,0.020121,1ec97f83afc4ab522fa588f01f375523a508a22fe606c473dd005d63399fecee,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L2.0_lp.gurobi.log"
L2.1,LP,"OPTIMAL",0,47.7602,0.0639999,0.207389,0,840,0,0.0212591,0c7d6c9bc90373102ae2dc8e56df44be7cadc0d78d37866f787c99a062575077,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L2.1_lp.gurobi.log"
L3,LP,"OPTIMAL",0,47.5837,0.0550001,0.175397,0,698,0,0.0212591,1e3f5f7b4fc0372159ef8067260a575e5a553745de7be14e2034f16f83bd8c53,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L3_lp.gurobi.log"
L3.0,LP,"OPTIMAL",0,47.4204,0.053,0.181095,0,771,0,0.0223998,6ef39e7673d5b053156220f21af55a8ee8bcf989920b65872b7c9ada06ab266f,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L3.0_lp.gurobi.log"
L3.1,LP,"INFEASIBLE",0,47.2577,0.0510001,0.168343,0,584,0,0.023423,6a3cac15c32f5bd4f83d007cf1ffcb3a3ef562603a5a36d2971dc611b14bd9bd,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L3.1_lp.gurobi.log"
L1.1.0,LP,"INFEASIBLE",0,47.0999,0.049,0.160471,0,487,0,0.023423,8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L1.1.0_lp.gurobi.log"
L1.1.1,LP,"OPTIMAL",0,46.9429,0.0539999,0.170389,0,653,0,0.0236495,5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L1.1.1_lp.gurobi.log"
L2.0.0,LP,"OPTIMAL",0,46.7779,0.0609999,0.206293,0,729,0,0.0236495,cb879fe881890c04015ccb991d280f175f119c7671c9b8a5d8af186f0862ddf3,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\development\V12_M1__c5_candidate__60s\external\native_logs\L2.0.0_lp.gurobi.log"
