parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.053626367066970722,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.026813183533485361,1,false,"accepted_initial_partition_breakpoint"
R.0.0,2,adaptive_refinement,1,0.01340659176674268,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1,2,adaptive_refinement,1,0.040219775300228043,1,false,"accepted_unconditional_adaptive_midpoint"
R.1,1,initial_partition,1,0.080439550600456086,1,false,"accepted_initial_partition_breakpoint"
R.0.0.0,3,adaptive_refinement,1,0.0067032958833713402,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1,3,adaptive_refinement,1,0.020109887650114022,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0,4,adaptive_refinement,1,0.0033516479416856701,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.1,4,adaptive_refinement,1,0.010054943825057011,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1,5,adaptive_refinement,1,0.0050274719125285054,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1,6,adaptive_refinement,1,0.0058653838979499228,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0,6,adaptive_refinement,1,0.004189559927107088,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1,7,adaptive_refinement,1,0.0046085159198177971,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1,8,adaptive_refinement,1,0.0048179939161731508,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0,8,adaptive_refinement,1,0.0043990379234624425,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.0,9,adaptive_refinement,1,0.0042942989252847657,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.1,9,adaptive_refinement,1,0.0045037769216401194,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.0,9,adaptive_refinement,1,0.004713254917995474,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.1,9,adaptive_refinement,1,0.0049227329143508285,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0,7,adaptive_refinement,1,0.0054464279052392137,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.1,7,adaptive_refinement,1,0.0062843398906606319,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0,8,adaptive_refinement,1,0.00523694990888386,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.1,9,adaptive_refinement,1,0.0053416889070615368,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.0,9,adaptive_refinement,1,0.0051322109107061822,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1,8,adaptive_refinement,1,0.0056559059015945682,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.0,9,adaptive_refinement,1,0.0055511669034168914,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.1,9,adaptive_refinement,1,0.0057606448997722451,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.0.0.1.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.0.0.0.1.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
