leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.11666332022899091,1,0,1,0,0,"INFEASIBLE",0.037885497051508038,0.0684139
L1,"",0,0.11666332022899091,0.23332664045798182,1,1,0,1,0.3363549854942226,"OPTIMAL",0.039102064359764342,0.12925500000000001
L2,"",0,0.23332664045798182,0.34998996068697275,1,1,0,1,0.444086776035302,"OPTIMAL",0.016913421496665644,0.1801314
L3,"",0,0.34998996068697275,0.46665328091596364,1,0,1,0,0,"INFEASIBLE",0.00046152299999999998,0.3037589
L1.0,"L1",1,0.11666332022899091,0.17499498034348637,1,1,0,1,0.33950140676788626,"OPTIMAL",0.042856640447154905,0.36983729999999998
L1.1,"L1",1,0.17499498034348637,0.23332664045798182,1,1,0,1,0.38575511592080658,"OPTIMAL",0.020145905017879027,0.42326900000000001
L2.0,"L2",1,0.23332664045798182,0.29165830057247727,1,1,0,1,0.444086776035302,"OPTIMAL",0.017181477907489279,1.1284033
L2.1,"L2",1,0.29165830057247727,0.34998996068697275,1,0,1,0,0,"INFEASIBLE",0.019779466719166024,1.1818218
L2.0.0,"L2.0",2,0.23332664045798182,0.26249247051522956,1,1,0,1,0.444086776035302,"OPTIMAL",0.017173834083767041,1.2344870999999999
L2.0.1,"L2.0",2,0.26249247051522956,0.29165830057247727,1,0,1,0,0,"INFEASIBLE",0.0161223476569195,1.2852593999999999
L2.0.0.0,"L2.0.0",3,0.23332664045798182,0.2479095554866057,1,1,0,1,0.444086776035302,"OPTIMAL",0.020821156910202986,1.3393294
L2.0.0.1,"L2.0.0",3,0.2479095554866057,0.26249247051522956,1,1,0,1,0.45866969106392597,"OPTIMAL",0.016650746780837167,1.3908278999999999
