instance,algorithm,evidence_timing,process_cap_seconds,certificate,work,time_seconds,lower_bound,verified_upper_bound,gap,gi_300,split_count,source_path,artifact_sha256,executable_sha256
moderate_seed3301,K1-r015,historical_same_machine_solver_context,1800.0,False,3161.8223178799535,1780.0381542,0.04796472692368177,0.04915255266474515,0.024166104844344193,0.2195435687832397,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K1-r015/result.json,4a01dd5f74a7a241cb9278bf3ac6c10d73bc44fcca15286a23043843a6688dbb,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3301,K4-AMC,historical_same_machine_solver,1800,False,3078.1796242999217,1780.0328244,0.04363065333581688,0.04915255266474515,0.1123420662725595,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3301__K4-AMC/result.json,30020b93abbaca3a38339dd8876d52f60d009ec900e4a61c7d839ecd9baa74d8,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
moderate_seed3301,K4-r001,historical_same_machine_solver_context,1800.0,False,2911.2260925812884,1780.0343577,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24072587091960349,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__K4-r001/result.json,1b71e0a049a837d9feb6a9fe31d669f33e99bbb868e180838e1f8086d784dda3,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3301,P-GRB,historical_same_machine_solver_context,1800.0,False,2813.2073928664922,1780.1102671,0.048388162833931464,0.04952337284115889,0.02292271188532521,0.055935779911182544,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3301__P-GRB/result.json,e4bd0db47251ca7f7166481ceef43ee1e45473e23b44daf8683080137a4e929d,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3301,K1-AM,historical_exact_common_horizon_300s,300.0,False,459.67628913859846,280.0315481,0.046916027599814655,0.04915255266474515,0.04550170731081176,0.21686006576328115,1,results/gf_c6_adaptive_mass_contraction_round47/runs/stage3_300s__moderate_seed3301__K1-AM/result.json,c47070c1c9a841945493c82af69d1a810da2a3408583e8dbd3960240bed10e9c,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
moderate_seed3301,K4-AMC,historical_exact_common_horizon_300s,300.0,False,435.848125135358,280.0286353,0.04363065333581688,0.04915255266474515,0.1123420662725595,0.24345957055455358,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage3_300s__moderate_seed3301__K4-AMC/result.json,a29e43a0272e6e729fac87fc915a85fbd9b33196b560f374b3c0a313e62741c6,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
tight_T_seed3102,K1-AMF,contemporaneous_300s,300,False,534.3143530811973,280.1377518,0.5416172848295904,0.6007044366851081,0.09836310212986069,0.19948422116092715,1,results/gf_k1_amf_formulation_rescue_round48/runs/stage3_300s__tight_T_seed3102__K1-AMF/result.json,b82568a2701eec616e73f4fa2e8974f257aa7d1c534c83a4bac56218676308f0,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34
tight_T_seed3102,K1-AM,historical_same_machine_solver,1800,False,3788.5503848518583,1780.0436949,0.5615483617116342,0.6007044366851081,0.06518359542931032,,1,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3102__K1-AM/result.json,5535e0d3060c1ee85df49eadcb91de6bdf4bf8ff70d2bad153cf1c84a4167e28,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
tight_T_seed3102,K1-r015,historical_same_machine_solver_context,1800.0,True,1306.2494797021486,680.7626373,0.6007044366851081,0.6007044366851081,0.0,0.19882415144314974,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K1-r015/result.json,291bac9c6b3651fc19fdb81ddbf12148474af1eb9de3cb914e84947af03a1c2b,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
tight_T_seed3102,K4-AMC,historical_same_machine_solver,1800,True,1306.4235957628575,657.7708206,0.6007044366851081,0.6007044366851081,0,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3102__K4-AMC/result.json,8bf694f4c8cd64148417cab608c9c304e1847e20558d6c88f883b2e57d477234,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
tight_T_seed3102,K4-r001,historical_same_machine_solver_context,1800.0,True,1306.4235957628575,671.3993915,0.6007044366851081,0.6007044366851081,0.0,0.18282115900543314,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__K4-r001/result.json,8931b9f8db0c2057d3be45f16382cc96fd3afc7bdf6b7e33030568ab60407eda,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
tight_T_seed3102,P-GRB,historical_same_machine_solver_context,1800.0,False,3525.038650246663,1780.0985846,0.514790038051672,0.6007044366851081,0.1430227469394783,0.5909249034782592,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3102__P-GRB/result.json,1fb99f5ed3796e3e132fed8b6afdd4e77df99921398697c9d9d0b295f2141b20,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
tight_T_seed3101,K1-AMF,not_entered_conditional_stage,,,,,,,,,,,,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34
tight_T_seed3101,K1-AM,historical_same_machine_solver,1800,False,3737.052814950427,1780.035466,0.06650660295091272,0.10725273413394144,0.37990762204852835,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3101__K1-AM/result.json,af563b259dcb17e4a3ae150fcebf489e6c48eff79a6e1e1617d5e1e5b223134d,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
tight_T_seed3101,K1-r015,historical_same_machine_solver_context,1800.0,False,3644.649533917324,1780.0432161,0.06646717636317458,0.10725273413394144,0.38027522654883794,0.5631480981545379,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3101__K1-r015/result.json,126afc2382be04ee849e532b68d8e1d4da89f38ef2b8d8426891c70cb68ca876,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
tight_T_seed3101,K4-AMC,historical_same_machine_solver,1800,False,3742.8513446350257,1780.0362065,0.07973225198018855,0.10725273413394144,0.2565946908111847,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3101__K4-AMC/result.json,6098dd31b1cf7918fb7bab28140bc790a2a255da3f03d682294d1d57702b3610,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
tight_T_seed3101,K4-r001,historical_same_machine_solver_context,1800.0,False,3689.6965429341535,1780.0391849,0.07942323585090591,0.10725273413394144,0.25947588663129983,0.531734964371332,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3101__K4-r001/result.json,1f4d45cdf519973bf7b3f1de769f8db49ac46dd018aa4d0a057f69c19803b097,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
tight_T_seed3101,P-GRB,historical_same_machine_solver_context,1800.0,False,3459.578649366722,1780.1051601,0.029001053229027383,0.10725273413394144,0.7296008025976315,0.8150337629321425,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__tight_T_seed3101__P-GRB/result.json,26709eb32bd71e74be008406643f05f4d3a24a8bf7b6879cd3115d50209dcfcd,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
high_imbalance_seed3202,K1-AMF,not_entered_conditional_stage,,,,,,,,,,,,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34
high_imbalance_seed3202,K1-AM,historical_same_machine_solver,1800,True,627.6730860617545,334.9960604,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,,3,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__high_imbalance_seed3202__K1-AM/result.json,837c2a9857e407a124bfe99e427d4a7bc53b1458b03ffd4c7b40ba0db997c226,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
high_imbalance_seed3202,K1-r015,historical_same_machine_solver_context,1800.0,True,627.6730860617545,340.7282322,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,0.0885062930084659,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__K1-r015/result.json,5aeb8b031e25271b0fb388056f0641e2e522db35d457ff224335277c19db1d97,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
high_imbalance_seed3202,K4-AMC,historical_same_machine_solver,1800,True,408.74551643281535,225.7017389,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__high_imbalance_seed3202__K4-AMC/result.json,32d5e2bfd13dacf7a3073abae66d169b151c7bdebe928543861d98b3f1eb7c77,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
high_imbalance_seed3202,K4-r001,historical_same_machine_solver_context,1800.0,True,408.74551643281535,229.4960002,1.7493134520506324,1.7493134520506337,7.615945718524238e-16,0.07678081381766534,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__K4-r001/result.json,213c17268c40b1d44fbc3af68dc2432676abcb434e768ff394453cf7693ec997,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
high_imbalance_seed3202,P-GRB,historical_same_machine_solver_context,1800.0,False,3687.1819134570983,1780.0782172,1.242007739921101,1.7493134520506337,0.2900027502417268,0.39464733314725164,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__high_imbalance_seed3202__P-GRB/result.json,ada75177d63b94cc027a6757b70320ba66b90ed355ad670501fa5f861f2fc4b7,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3302,K1-AMF,not_entered_conditional_stage,,,,,,,,,,,,bff4943b82d10c4fc082e5ae9add1970d46a1277ab1b398dc77410d94b4cbe34
moderate_seed3302,K1-AM,historical_same_machine_solver,1800,False,3819.2762696798222,1780.0401166,0.14698630979072957,0.19563620654901237,0.24867532251037913,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3302__K1-AM/result.json,e9e74e36177dc6c8eab404c61d3e760426e0aee5dc369621f0dc6eff61a1fca6,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
moderate_seed3302,K1-r015,historical_same_machine_solver_context,1800.0,False,3783.0840375686116,1780.0413997,0.14696173997933837,0.19563620654901237,0.24880091179584224,0.3180669879342538,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__K1-r015/result.json,3b76c6af989d92ce45561689f7d91a580122e4bf80aa2b029f51abbfca32642c,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3302,K4-AMC,historical_same_machine_solver,1800,False,3690.390913385004,1780.0581235,0.14946819954967203,0.19563620654901237,0.23598907284973325,,0,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3302__K4-AMC/result.json,3f66858315d40f14a0a8c9bea77869c4aed814de4bd62bdba4e79f15655b265e,541c496881c7a0f79ffaf50cbdf4acc3bdf106dd86031990c0e6cf56c3deaa16
moderate_seed3302,K4-r001,historical_same_machine_solver_context,1800.0,False,3637.865046174856,1780.0491175,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.29199343287875024,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__K4-r001/result.json,b60ea9c069d2536bf24bf49dc6911bd8a1d8b7c7fb4ed1dbd249ee6587b67a91,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
moderate_seed3302,P-GRB,historical_same_machine_solver_context,1800.0,False,3555.3150328276956,1780.0726168,0.12930515693917344,0.19563620654901237,0.33905303512016904,0.34910617736657784,,results/gf_c6_rho_k1_k4_screen_round46/runs/stage5_1800s__moderate_seed3302__P-GRB/result.json,8f01497e2a42122c3a6a7e683a0c7b94fde6169d56611afe42826f7c42206986,d574b38b2f44ae2aacf92bf685f439354b5a08dbe257b6c399045b98a157871b
