leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.0048195127858143257,1,1,0,1,0.003209400142503194,"OPTIMAL",0.47216692262907672,0.31837949999999998
L0.0,"L0",1,0,0.0024097563929071628,1,1,0,1,0.0032636559061301538,"OPTIMAL",0.48253410954300407,0.63641360000000002
L0.1,"L0",1,0.0024097563929071628,0.0048195127858143257,1,1,0,1,0.0048893312450155072,"OPTIMAL",0.42874047793774667,0.93470819999999999
L0.0.0,"L0.0",2,0,0.0012048781964535814,1,1,0,1,0.0034723458032201015,"OPTIMAL",0.36255158971225698,1.2133707
L0.0.1,"L0.0",2,0.0012048781964535814,0.0024097563929071628,1,1,0,1,0.0040685306353838661,"OPTIMAL",0.37944506201607264,1.4989904000000001
L0.0.0.0,"L0.0.0",3,0,0.00060243909822679071,1,0,1,0,0,"INFEASIBLE",0.0044477370000000002,1.6503196
L0.0.0.1,"L0.0.0",3,0.00060243909822679071,0.0012048781964535814,1,1,0,1,0.0037861525570175537,"OPTIMAL",0.37602676465728568,1.9328491000000001
L0.0.0.1.0,"L0.0.0.1",4,0.00060243909822679071,0.00090365864734018612,1,1,0,1,0.0039020331063731937,"OPTIMAL",0.37309144619214196,2.2165781999999998
L0.0.0.1.1,"L0.0.0.1",4,0.00090365864734018612,0.0012048781964535814,1,1,0,1,0.0039440404547576831,"OPTIMAL",0.42683382449860763,2.5181228
L0.0.0.1.0.0,"L0.0.0.1.0",5,0.00060243909822679071,0.00075304887278348836,1,1,0,1,0.0039606120472188196,"OPTIMAL",0.36807015381321545,2.8024916000000002
L0.0.0.1.0.1,"L0.0.0.1.0",5,0.00075304887278348836,0.00090365864734018612,1,1,0,1,0.0039810229155280135,"OPTIMAL",0.37696331373649794,3.0922423000000001
L0.0.0.1.1.0,"L0.0.0.1.1",5,0.00090365864734018612,0.0010542684218968839,1,1,0,1,0.0040023126995575873,"OPTIMAL",0.37423008467698632,3.3814331000000002
L0.0.0.1.1.1,"L0.0.0.1.1",5,0.0010542684218968839,0.0012048781964535814,1,1,0,1,0.0040228910046868254,"OPTIMAL",0.37988191905510249,3.6620550000000001
L0.0.0.1.0.0.0,"L0.0.0.1.0.0",6,0.00060243909822679071,0.00067774398550513948,1,1,0,1,0.0039896178286406552,"OPTIMAL",0.31909454627551376,3.9394447000000001
L0.0.0.1.0.0.1,"L0.0.0.1.0.0",6,0.00067774398550513948,0.00075304887278348836,1,1,0,1,0.0040001264894761633,"OPTIMAL",0.41839833880039706,4.2400675999999997
L0.0.0.1.0.1.0,"L0.0.0.1.0.1",6,0.00075304887278348836,0.00082835376006183724,1,1,0,1,0.0040101451820107169,"OPTIMAL",0.41960388800602777,4.5355591999999998
L0.0.0.1.0.1.1,"L0.0.0.1.0.1",6,0.00082835376006183724,0.00090365864734018612,1,1,0,1,0.004020504764292338,"OPTIMAL",0.40001902852407512,4.8333811999999998
L0.0.0.1.1.0.0,"L0.0.0.1.1.0",6,0.00090365864734018612,0.000978963534618535,1,1,0,1,0.0040317397832825017,"OPTIMAL",0.36616255042559687,5.1635324000000002
L0.0.0.1.1.0.1,"L0.0.0.1.1.0",6,0.000978963534618535,0.0010542684218968839,1,1,0,1,0.0040422117046986158,"OPTIMAL",0.34635983952940835,5.4418885000000001
L0.0.0.1.1.1.0,"L0.0.0.1.1.1",6,0.0010542684218968839,0.0011295733091752328,1,1,0,1,0.0040526745714890349,"OPTIMAL",0.41606185516013611,5.7776921999999997
L0.0.0.1.1.1.1,"L0.0.0.1.1.1",6,0.0011295733091752328,0.0012048781964535814,1,1,0,1,0.0040631283817569265,"OPTIMAL",0.39963036125153256,6.0694039999999996
L0.0.1.0,"L0.0.1",3,0.0012048781964535814,0.0018073172946803722,1,1,0,1,0.0040759188144303508,"OPTIMAL",0.40116252823490856,6.4397418000000002
L0.0.1.1,"L0.0.1",3,0.0018073172946803722,0.0024097563929071628,1,1,0,1,0.0044937406120114341,"OPTIMAL",0.42787898475561392,6.7419859000000004
L0.0.1.0.0,"L0.0.1.0",4,0.0012048781964535814,0.0015060977455669767,1,1,0,1,0.0040796336096574235,"OPTIMAL",0.44347546874895366,7.0559551000000003
L0.0.1.0.1,"L0.0.1.0",4,0.0015060977455669767,0.0018073172946803722,1,1,0,1,0.0042885957586586681,"OPTIMAL",0.44629844322066686,7.3629530000000001
L0.0.1.0.0.0,"L0.0.1.0.0",5,0.0012048781964535814,0.001355487971010279,1,1,0,1,0.0040817345575713,"OPTIMAL",0.38052463792511837,7.6546303
L0.0.1.0.0.1,"L0.0.1.0.0",5,0.001355487971010279,0.0015060977455669767,1,1,0,1,0.0041858872040631571,"OPTIMAL",0.43378189071877421,7.9602174999999997
