row_id,leaf,variant,budget_seconds,snapshot_source,constraint_name,slack,dual,paper_certificate_role
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c1,0,0,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c2,1,0,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c3,0,-5.6619192769777954e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c4,0,5.0213727690356016e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c5,0,-2.6713264014481738e-20,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c6,0,-4.472266709547303e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c7,0,-4.1948744169392065e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c8,0,-2.6392746185815488e-20,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c9,0,-5.0646222000119841e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c10,0,5.4108390258211192e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c11,0,1.5552626140001676e-21,diagnostic_only
dominant_k4_low_gini_1_plain_fixed_interval_mip_300s,low_gini_1,plain_fixed_interval_mip,300,root_lp_relaxation,c12,0,2.5549791698137443e-20,diagnostic_only
