evidence_source,source_path,run_id,stage,instance,K0,rho,rho_source,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,parent_bound,left_child_id,left_child_bound,left_child_infeasible,right_child_id,right_child_bound,right_child_infeasible,verified_incumbent,normalized_c6_gain,child_infeasibility_trigger,threshold_comparison,selected_action,target_value,deterministic_reason,coverage_update
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,3,L2,,0,0.25227192608210369,0.37840788912315554,0.40600227174405196,L2.0,0.37478605399896031,0,L2.1,0.43785403551948626,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,4,L3,,0,0.37840788912315554,0.50454385216420738,0.50092201704001205,L3.0,0.50092201704001205,0,L3.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,5,L3.0,L3,1,0.37840788912315554,0.44147587064368143,0.50092201704001205,L3.0.0,0.50092201704001205,0,L3.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,6,L3.0.0,L3.0,2,0.37840788912315554,0.40994187988341846,0.50092201704001205,L3.0.0.0,0.50092201704001205,0,L3.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,7,L3.0.0.0,L3.0.0,3,0.37840788912315554,0.39417488450328697,0.50092201704001205,L3.0.0.0.0,0.50092201704001205,0,L3.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,8,L3.0.0.0.0,L3.0.0.0,4,0.37840788912315554,0.38629138681322128,0.50092201704001205,L3.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r012,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.12,explicit,9,L3.0.0.0.0.0,L3.0.0.0.0,5,0.37840788912315554,0.38234963796818844,0.50092201704001205,L3.0.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.0.1,0.50289289146252858,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,1,L1,,0,0.12613596304105185,0.25227192608210369,0.25996763011038165,L1.0,0.24909075776238776,0,L1.1,0.31171807247843436,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,2,L0,,0,0,0.12613596304105185,0.29761303513754822,L0.0,,1,L0.1,0.20218132964034852,0,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,3,L2,,0,0.25227192608210369,0.37840788912315554,0.40600227174405196,L2.0,0.37478605399896031,0,L2.1,0.43785403551948626,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,4,L3,,0,0.37840788912315554,0.50454385216420738,0.50092201704001205,L3.0,0.50092201704001205,0,L3.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,5,L3.0,L3,1,0.37840788912315554,0.44147587064368143,0.50092201704001205,L3.0.0,0.50092201704001205,0,L3.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,6,L3.0.0,L3.0,2,0.37840788912315554,0.40994187988341846,0.50092201704001205,L3.0.0.0,0.50092201704001205,0,L3.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,7,L3.0.0.0,L3.0.0,3,0.37840788912315554,0.39417488450328697,0.50092201704001205,L3.0.0.0.0,0.50092201704001205,0,L3.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,8,L3.0.0.0.0,L3.0.0.0,4,0.37840788912315554,0.38629138681322128,0.50092201704001205,L3.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r015,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.14999999999999999,explicit,9,L3.0.0.0.0.0,L3.0.0.0.0,5,0.37840788912315554,0.38234963796818844,0.50092201704001205,L3.0.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.0.1,0.50289289146252858,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,1,L1,,0,0.12613596304105185,0.25227192608210369,0.25996763011038165,L1.0,0.24909075776238776,0,L1.1,0.31171807247843436,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,2,L0,,0,0,0.12613596304105185,0.29761303513754822,L0.0,,1,L0.1,0.20218132964034852,0,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,3,L2,,0,0.25227192608210369,0.37840788912315554,0.40600227174405196,L2.0,0.37478605399896031,0,L2.1,0.43785403551948626,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,4,L3,,0,0.37840788912315554,0.50454385216420738,0.50092201704001205,L3.0,0.50092201704001205,0,L3.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,5,L3.0,L3,1,0.37840788912315554,0.44147587064368143,0.50092201704001205,L3.0.0,0.50092201704001205,0,L3.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,6,L3.0.0,L3.0,2,0.37840788912315554,0.40994187988341846,0.50092201704001205,L3.0.0.0,0.50092201704001205,0,L3.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,7,L3.0.0.0,L3.0.0,3,0.37840788912315554,0.39417488450328697,0.50092201704001205,L3.0.0.0.0,0.50092201704001205,0,L3.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,8,L3.0.0.0.0,L3.0.0.0,4,0.37840788912315554,0.38629138681322128,0.50092201704001205,L3.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r020,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.20000000000000001,explicit,9,L3.0.0.0.0.0,L3.0.0.0.0,5,0.37840788912315554,0.38234963796818844,0.50092201704001205,L3.0.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.0.1,0.50289289146252858,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,1,L1,,0,0.12613596304105185,0.25227192608210369,0.25996763011038165,L1.0,0.24909075776238776,0,L1.1,0.31171807247843436,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,2,L0,,0,0,0.12613596304105185,0.29761303513754822,L0.0,,1,L0.1,0.20218132964034852,0,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,3,L2,,0,0.25227192608210369,0.37840788912315554,0.40600227174405196,L2.0,0.37478605399896031,0,L2.1,0.43785403551948626,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,4,L3,,0,0.37840788912315554,0.50454385216420738,0.50092201704001205,L3.0,0.50092201704001205,0,L3.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,5,L3.0,L3,1,0.37840788912315554,0.44147587064368143,0.50092201704001205,L3.0.0,0.50092201704001205,0,L3.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,6,L3.0.0,L3.0,2,0.37840788912315554,0.40994187988341846,0.50092201704001205,L3.0.0.0,0.50092201704001205,0,L3.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,7,L3.0.0.0,L3.0.0,3,0.37840788912315554,0.39417488450328697,0.50092201704001205,L3.0.0.0.0,0.50092201704001205,0,L3.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,8,L3.0.0.0.0,L3.0.0.0,4,0.37840788912315554,0.38629138681322128,0.50092201704001205,L3.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.1,,1,0.50454385216420738,,1,child_infeasibility_independent_of_rho,split,,current_complete_child_infeasibility,atomic_parent_replaced_by_two_children
round46_stage3_full_tree,results/gf_c6_rho_k1_k4_screen_round46/runs/stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050/c6_split_decision_ledger.csv,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K4-r050,stage3_300s,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,4,0.5,explicit,9,L3.0.0.0.0.0,L3.0.0.0.0,5,0.37840788912315554,0.38234963796818844,0.50092201704001205,L3.0.0.0.0.0.0,0.50092201704001205,0,L3.0.0.0.0.0.1,0.50289289146252858,0,0.50454385216420738,0,0,no_strict_gain,exact-close,,current_child_gain_not_strict,parent_coverage_retained
