source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,oracle_strengthening_families_enabled,json_path,lp_path,log_path,interval_lower_bound,incumbent_upper_bound,interval_status,reason,requires_pricing_closure,pricing_closure_available,interval_bound_valid,interval_closure_source,interval_closure_source_detail,interval_requires_pricing_closure,interval_pricing_closure_satisfied,interval_oracle_used_for_certificate,interval_oracle_is_diagnostic_only,interval_relaxation_bound_valid,interval_bpc_tree_nodes,interval_bpc_pricing_calls,interval_bpc_exact_pricing_closed,interval_final_lb,interval_final_ub_cutoff,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason,oracle_bound_merged,oracle_bound_value,oracle_bound_status,oracle_bound_source_json,oracle_bound_solver_status,oracle_bound_model_type,oracle_bound_valid,lower_bound_before_oracle,lower_bound_after_oracle,lower_bound_improvement_by_oracle,leaf_closed_by_oracle_bound
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,2,0.0245762763324,0.0368644144986,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048432,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,interval_exact_cutoff_mip_timeout,false,true,false,true,true,0,0,false,0.048432,0.049153,0,1,0,0,0,0,0,32.9913817,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.048432,interval_unresolved_timeout,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,time limit exceeded,original_compact_objective_bound,true,0.024576,0.048432,0.023856,false
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,3,0.0368644144986,0.0491525526647,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,32.8667703,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,infeasible,original_compact_objective_bound,true,0.036864,0.049153,0.012288,true
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,4,0,0.00614406908309,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.2026948,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,5,0.00614406908309,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.5044476,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,6,0.00614406908309,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00614406908309,0.0491525526647,0,1,0,0,0,0,0,33.8614465,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,7,0.00921610362464,0.0122881381662,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,33.33619,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,infeasible,original_compact_objective_bound,true,0.009216,0.049153,0.039936,true
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,8,0.00614406908309,0.00768008635387,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.0491525526647,0.0491525526647,0,0,0,0,0,0,0,12.1501771,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,9,0.00768008635387,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00768008635387,0.0491525526647,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.00768008635387,0.0491525526647,0,1,0,0,0,0,0,14.0064455,gamma_floor,gamma_floor,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,10,0.00768008635387,0.00844809498925,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,12.5050056,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,infeasible,original_compact_objective_bound,true,0.007680,0.049153,0.041472,true
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,11,0.00844809498925,0.00921610362464,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,false,false,true,interval_oracle,interval_exact_oracle_bound_or_infeasible_partition,false,true,true,false,true,0,0,false,0.049153,0.049153,0,1,0,0,0,0,0,0,interval_exact_oracle_bound,gamma_floor|interval_exact_oracle_bound|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.049153,interval_closed,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,infeasible,original_compact_objective_bound,true,0.008448,0.049153,0.040704,true
