leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.019278051143257303,round19_v2_projected_centering,004efdebaf7554a8,7aa2bab2e7c111e7fe44d0f32c41f3d58c8d299e2a38bbfb106c5b6862a5ccf5,7aa2bab2e7c111e7fe44d0f32c41f3d58c8d299e2a38bbfb106c5b6862a5ccf5,6,9,0,1
R.0,0,0.0096390255716286514,round19_v2_projected_centering,3e85b436700eb8ce,eee1af0cbed5f9773489cb209e38c2c22ccd99d76fab78cfffb61a357c5224fc,eee1af0cbed5f9773489cb209e38c2c22ccd99d76fab78cfffb61a357c5224fc,6,9,0,1
R.1,0.0096390255716286514,0.019278051143257303,round19_v2_projected_centering,43d016d9a50f6c94,5f198b7f9f7ce5a31758548c6df74e1f260288382f392210ba459f9606beaafb,5f198b7f9f7ce5a31758548c6df74e1f260288382f392210ba459f9606beaafb,6,9,0,1
R.0.0,0,0.0048195127858143257,round19_v2_projected_centering,a1e330b2ef7f83cf,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,6,9,0,1
R.0.1,0.0048195127858143257,0.0096390255716286514,round19_v2_projected_centering,67d3525e65b2490c,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,6,9,0,1
R.0.0.0,0,0.0024097563929071628,round19_v2_projected_centering,8439e82fa3a691c6,c9cd02a07e3c2a0d9f9edb8ce86d693efe552c9a4d30bd1852a3bef343b41473,c9cd02a07e3c2a0d9f9edb8ce86d693efe552c9a4d30bd1852a3bef343b41473,6,9,0,1
R.0.0.1,0.0024097563929071628,0.0048195127858143257,round19_v2_projected_centering,2573213bcf6ce91c,4bf599df4bdb1857ffe4d95678fadb1209287bdd6a5d87b712ca743099d366ba,4bf599df4bdb1857ffe4d95678fadb1209287bdd6a5d87b712ca743099d366ba,6,9,0,1
R.0.0.0.0,0,0.0012048781964535814,round19_v2_projected_centering,b5027db8b9ef91d5,d43ad79efe9ebfd8398736a7ba3201f907fbaa8b2769d9b3f779c9790b05b694,d43ad79efe9ebfd8398736a7ba3201f907fbaa8b2769d9b3f779c9790b05b694,6,9,0,1
R.0.0.0.1,0.0012048781964535814,0.0024097563929071628,round19_v2_projected_centering,101e3fd38dfaa9a4,b977f5e37edfd4726b1bcc3784a6eec8805fb9c5d8acc97dfe1f89143cd35634,b977f5e37edfd4726b1bcc3784a6eec8805fb9c5d8acc97dfe1f89143cd35634,6,9,0,1
R.0.0.0.0.0,0,0.00060243909822679071,round19_v2_projected_centering,f4b3cd0543807c47,85274e38b6e7179d2f3e0f340d9e69cb82a98dca20afdfb626783fcd3ab0b07d,85274e38b6e7179d2f3e0f340d9e69cb82a98dca20afdfb626783fcd3ab0b07d,6,9,0,1
R.0.0.0.0.1,0.00060243909822679071,0.0012048781964535814,round19_v2_projected_centering,03e89d7205474a62,4f281ef364d8037db5e6c2904416ca1571596cb1ef185f0d8ebe69b395b8434a,4f281ef364d8037db5e6c2904416ca1571596cb1ef185f0d8ebe69b395b8434a,6,9,0,1
R.0.0.0.0.1.1,0.00090365864734018612,0.0012048781964535814,round19_v2_projected_centering,8333ba13ac8a134d,de78f7bca351bed9cdc3e9a74c2f23a045180f1f15901af62f0a237aa2d685fe,de78f7bca351bed9cdc3e9a74c2f23a045180f1f15901af62f0a237aa2d685fe,6,9,0,1
R.0.0.0.0.1.0,0.00060243909822679071,0.00090365864734018612,round19_v2_projected_centering,e9a8451e04b3a891,58c165f8c448c79dde96e331911731018a07825872bc3456756a32ba035d0b5f,58c165f8c448c79dde96e331911731018a07825872bc3456756a32ba035d0b5f,6,9,0,1
R.0.0.0.0.1.0.0,0.00060243909822679071,0.00075304887278348836,round19_v2_projected_centering,49d53988dc4c41db,7734fb2b2babe65606c2490a1d4fcb7f1728716cd3810e38336856633f599fe1,7734fb2b2babe65606c2490a1d4fcb7f1728716cd3810e38336856633f599fe1,6,9,0,1
R.0.0.0.0.1.0.1,0.00075304887278348836,0.00090365864734018612,round19_v2_projected_centering,cc0d75f6a8f618e4,7c987c5193c6edb55b9fcaf6135e0da56db1cfe3b4d1ff80fc56ddb9a050a26e,7c987c5193c6edb55b9fcaf6135e0da56db1cfe3b4d1ff80fc56ddb9a050a26e,6,9,0,1
R.0.0.0.0.1.1.1,0.0010542684218968839,0.0012048781964535814,round19_v2_projected_centering,88adf56c2036416e,17674df7f45a08db9096de2650ed1e0d87a9156daa97359ea9b4bd1700c9c5dd,17674df7f45a08db9096de2650ed1e0d87a9156daa97359ea9b4bd1700c9c5dd,6,9,0,1
