leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"OPTIMAL",0,3.35091,0.165,0.472167,0,2133,0,0.0292018,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0_lp.gurobi.log"
L0.0,LP,"OPTIMAL",0,3.03791,0.169,0.482534,0,1957,0,0.0310342,c9cd02a07e3c2a0d9f9edb8ce86d693efe552c9a4d30bd1852a3bef343b41473,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0_lp.gurobi.log"
L0.1,LP,"OPTIMAL",0,2.72244,0.151,0.42874,0,1888,0,0.0333794,4bf599df4bdb1857ffe4d95678fadb1209287bdd6a5d87b712ca743099d366ba,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.1_lp.gurobi.log"
L0.0.0,LP,"OPTIMAL",0,2.42377,0.129,0.362552,0,1529,0,0.0333794,d43ad79efe9ebfd8398736a7ba3201f907fbaa8b2769d9b3f779c9790b05b694,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0_lp.gurobi.log"
L0.0.1,LP,"OPTIMAL",0,2.14515,0.138,0.379445,0,1630,0,0.0352366,b977f5e37edfd4726b1bcc3784a6eec8805fb9c5d8acc97dfe1f89143cd35634,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.1_lp.gurobi.log"
L0.0.0.0,LP,"INFEASIBLE",0,1.86038,0.00300002,0.00444774,0,0,0,0.0352366,85274e38b6e7179d2f3e0f340d9e69cb82a98dca20afdfb626783fcd3ab0b07d,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.0_lp.gurobi.log"
L0.0.0.1,LP,"OPTIMAL",0,1.70889,0.133,0.376027,0,1641,0,0.0371014,4f281ef364d8037db5e6c2904416ca1571596cb1ef185f0d8ebe69b395b8434a,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1_lp.gurobi.log"
L0.0.0.1.0,LP,"OPTIMAL",0,1.42949,0.132,0.373091,0,1601,0,0.0371014,58c165f8c448c79dde96e331911731018a07825872bc3456756a32ba035d0b5f,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1.0_lp.gurobi.log"
L0.0.0.1.1,LP,"OPTIMAL",0,1.14984,0.151,0.426834,0,1841,0,0.0371053,de78f7bca351bed9cdc3e9a74c2f23a045180f1f15901af62f0a237aa2d685fe,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1.1_lp.gurobi.log"
L0.0.0.1.0.0,LP,"OPTIMAL",0,0.851327,0.133,0.36807,0,1797,0,0.0371053,7734fb2b2babe65606c2490a1d4fcb7f1728716cd3810e38336856633f599fe1,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1.0.0_lp.gurobi.log"
L0.0.0.1.0.1,LP,"OPTIMAL",0,0.570752,0.135,0.376963,0,1606,0,0.0389762,7c987c5193c6edb55b9fcaf6135e0da56db1cfe3b4d1ff80fc56ddb9a050a26e,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1.0.1_lp.gurobi.log"
L0.0.0.1.1.0,LP,"OPTIMAL",0,0.286973,0.14,0.37423,0,1852,0,0.0389762,d13d0c7d862071cad8389dc27458e3f6896ed1d30a53c6bb24173d3bd9abfec4,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\stage0_runs\deadline__first_external_events__moderate_seed4301__c4_candidate__28s\external\native_logs\L0.0.0.1.1.0_lp.gurobi.log"
