run_id,node_uid,parent_uid,event,row_attachment_mode,theoretical_full_rows,theoretical_full_bounds,inherited_rows,inherited_bounds,exact_duplicate_rows_omitted,identical_bounds_omitted,dominance_omissions,delta_rows_attached,delta_bounds_attached,row_factory_seconds,families,aggregate_signature,status,failure_reason
smoke,1,0,eager_branch_attach,exact-incremental-delta,643,26,644,26,166,25,0,477,1,0.0038984000000000002,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,5d6638f9bc269e5f,passed,
smoke,2,0,eager_branch_attach,exact-incremental-delta,643,26,644,26,7,24,0,636,2,0.0040658999999999999,direct_gini_cap|direct_gini_floor|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|penalty_deviation_upper_bound|variable_s_low_gini_centering,efea5b1830048044,passed,
smoke,3,2,eager_branch_attach,exact-incremental-delta,643,26,1280,26,166,25,0,477,1,0.0042804999999999996,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,d16a2f2461eabbf7,passed,
smoke,4,2,eager_branch_attach,exact-incremental-delta,643,26,1280,26,484,25,0,159,1,0.0053312999999999998,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,1f7269bb1dbab97e,passed,
smoke,5,3,eager_branch_attach,exact-incremental-delta,643,26,1757,26,166,25,0,477,1,0.0041542000000000003,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,4b11b7edf0e3e930,passed,
smoke,6,3,eager_branch_attach,exact-incremental-delta,643,26,1757,26,484,25,0,159,1,0.0039515000000000002,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,6ae6e8ffc78f3db1,passed,
smoke,7,5,eager_branch_attach,exact-incremental-delta,643,26,2234,26,166,25,0,477,1,0.0041373,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,3b8c573035ce9b0e,passed,
smoke,8,5,eager_branch_attach,exact-incremental-delta,643,26,2234,26,484,25,0,159,1,0.0039337,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,cfc5ce509fac01be,passed,
smoke,9,6,eager_branch_attach,exact-incremental-delta,643,26,1916,26,166,25,0,477,1,0.0041041000000000003,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,fe8f3ba29c6a5f05,passed,
smoke,10,6,eager_branch_attach,exact-incremental-delta,643,26,1916,26,484,25,0,159,1,0.0039446999999999998,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,d6bfd21c4c731f4c,passed,
