interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.119066861069,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,13.7825469,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
1,0.119066861069,0.238133722139,0.26841487614,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,32.2690463,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
2,0.238133722139,0.357200583208,0.331296710948,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,13.4201589,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
3,0.119066861069,0.178600291604,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,11.1521094,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.178600291604,0.238133722139,0.29506695823,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,27.7413283,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
5,0.178600291604,0.208367006872,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,11.9586901,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
6,0.208367006872,0.238133722139,0.32371538851,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,24.8337842,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
7,0.208367006872,0.223250364505,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,24.86117,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
8,0.223250364505,0.238133722139,0.34028208837,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,23.1705137,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
9,0.238133722139,0.297667152674,0.332675660948,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,14.4368983,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
10,0.297667152674,0.357200583208,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,2.553271,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
11,0.238133722139,0.267900437406,0.341121462223,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,16.2598157,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
12,0.267900437406,0.297667152674,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,4.9690676,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
13,0.223250364505,0.230692043322,0.34488166893,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,23.1850088,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
14,0.230692043322,0.238133722139,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,11.008035,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
15,0.238133722139,0.253017079773,0.34642582005,0.357200583208,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,19.1023868,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
16,0.253017079773,0.267900437406,0.35339827744,0.357200583208,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,6.8926696,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
17,0.223250364505,0.226971203914,0.34488166893,0.357200583208,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,7.7354033,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
18,0.226971203914,0.230692043322,0.34488166893,0.357200583208,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,6.6910323,adaptive_split_inherited_inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
