leaf_id,parent_id,child_index,depth,gamma_L,gamma_U,base_lower_bound,current_lower_bound,cutoff,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,lp_native_status,terminal_mip_started,terminal_native_status,closure_source,model_sha256,row_signature,parent_child_coverage_valid,parent_replaced,lower_bound_sources
R,"",-1,0,0,0.35720058320841552,0,0.19211014697973372,0.35720058320841552,replaced,1,1,0,0.19211014697973372,"OPTIMAL",0,"not_run","",fd714696e25ffb1ca0b7129f33703cc2423dfa8338b9cbf1ff54c4b67e02f98d,fd714696e25ffb1ca0b7129f33703cc2423dfa8338b9cbf1ff54c4b67e02f98d,1,1,"objective_nonnegative_penalty_and_root_gini_floor;complete_optimal_interval_lp_bound"
R.0,"R",0,1,0,0.17860029160420776,0.19211014697973372,0.24659435259270532,0.35720058320841552,replaced,1,1,0,0.24659435259270532,"OPTIMAL",0,"not_run","",237eb9b498f496b942d7a3dcf1f67eef66c0d51d0f2669de640dbda61837eb6c,237eb9b498f496b942d7a3dcf1f67eef66c0d51d0f2669de640dbda61837eb6c,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1,"R",1,1,0.17860029160420776,0.35720058320841552,0.19211014697973372,0.29424322429778338,0.35720058320841552,replaced,1,1,0,0.29424322429778338,"OPTIMAL",0,"not_run","",92d8c1d74f82cdaffaa57d5c8cb2e8db9e01e1431863c9ab51b57e09f6184efb,92d8c1d74f82cdaffaa57d5c8cb2e8db9e01e1431863c9ab51b57e09f6184efb,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0,"R.0",0,2,0,0.089300145802103881,0.24659435259270532,0.35720058320841552,0.35720058320841552,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",ac2cd14b2ffdede149b41de827edec418f598a33c4fe0bc00fd4ec1c458710d0,ac2cd14b2ffdede149b41de827edec418f598a33c4fe0bc00fd4ec1c458710d0,1,0,"inherited_complete_parent_lp_bound"
R.0.1,"R.0",1,2,0.089300145802103881,0.17860029160420776,0.24659435259270532,0.27726096936095629,0.35720058320841552,replaced,1,1,0,0.27726096936095629,"OPTIMAL",0,"not_run","",0c91630b5a9a013aff2995611b0c57c7c85fa4a13aebf8a6cd43db3535c748e9,0c91630b5a9a013aff2995611b0c57c7c85fa4a13aebf8a6cd43db3535c748e9,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0,"R.1",0,2,0.17860029160420776,0.26790043740631164,0.29424322429778338,0.29424322429778338,0.35720058320841552,replaced,1,1,0,0.29424322429778327,"OPTIMAL",0,"not_run","",d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.1,"R.1",1,2,0.26790043740631164,0.35720058320841552,0.29424322429778338,0.35403537724225576,0.35720058320841552,replaced,1,1,0,0.35403537724225576,"OPTIMAL",0,"not_run","",1e3f5f7b4fc0372159ef8067260a575e5a553745de7be14e2034f16f83bd8c53,1e3f5f7b4fc0372159ef8067260a575e5a553745de7be14e2034f16f83bd8c53,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.0,"R.0.1",0,3,0.089300145802103881,0.13395021870315582,0.27726096936095629,0.35720058320841552,0.35720058320841552,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",8c78f28977d1e84bc4cfecb42c1b753c7b8a3af2d9a08cb65d97de7e0198a86f,8c78f28977d1e84bc4cfecb42c1b753c7b8a3af2d9a08cb65d97de7e0198a86f,1,0,"inherited_complete_parent_lp_bound"
R.0.1.1,"R.0.1",1,3,0.13395021870315582,0.17860029160420776,0.27726096936095629,0.29296125728720568,0.35720058320841552,replaced,1,1,0,0.29296125728720568,"OPTIMAL",0,"not_run","",d160b6b592c5c2fae6b6596d5919ebebda1ca30b13572e74ea78eb0ffa91daec,d160b6b592c5c2fae6b6596d5919ebebda1ca30b13572e74ea78eb0ffa91daec,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.1.0,"R.0.1.1",0,4,0.13395021870315582,0.15627525515368179,0.29296125728720568,0.35720058320841552,0.35720058320841552,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,1,0,"inherited_complete_parent_lp_bound"
R.0.1.1.1,"R.0.1.1",1,4,0.15627525515368179,0.17860029160420776,0.29296125728720568,0.30083329195246711,0.35720058320841552,replaced,1,1,0,0.30083329195246711,"OPTIMAL",0,"not_run","",5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.1.1.0,"R.0.1.1.1",0,5,0.15627525515368179,0.16743777337894478,0.30083329195246711,0.35720058320841552,0.35720058320841552,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",9769979f97e5ca6764829cb2b22f3268286f50251f6cfd80d7e73755e34d0652,9769979f97e5ca6764829cb2b22f3268286f50251f6cfd80d7e73755e34d0652,1,0,"inherited_complete_parent_lp_bound"
R.0.1.1.1.1,"R.0.1.1.1",1,5,0.16743777337894478,0.17860029160420776,0.30083329195246711,0.30477185097910509,0.35720058320841552,replaced,1,1,0,0.30477185097910509,"OPTIMAL",0,"not_run","",430684565360b83558550cd739ddd850b2b00409b1d0153ded8a3e9cdf6ca98b,430684565360b83558550cd739ddd850b2b00409b1d0153ded8a3e9cdf6ca98b,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.0,"R.1.0",0,3,0.17860029160420776,0.2232503645052597,0.29424322429778338,0.2957288394563683,0.35720058320841552,replaced,1,1,0,0.2957288394563683,"OPTIMAL",0,"not_run","",1ec97f83afc4ab522fa588f01f375523a508a22fe606c473dd005d63399fecee,1ec97f83afc4ab522fa588f01f375523a508a22fe606c473dd005d63399fecee,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.1,"R.1.0",1,3,0.2232503645052597,0.26790043740631164,0.29424322429778338,0.32304981383080583,0.35720058320841552,replaced,1,1,0,0.32304981383080583,"OPTIMAL",0,"not_run","",0c7d6c9bc90373102ae2dc8e56df44be7cadc0d78d37866f787c99a062575077,0c7d6c9bc90373102ae2dc8e56df44be7cadc0d78d37866f787c99a062575077,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.0.0,"R.1.0.0",0,4,0.17860029160420776,0.20092532805473373,0.2957288394563683,0.29768270983849127,0.35720058320841552,replaced,1,1,0,0.29768270983849127,"OPTIMAL",0,"not_run","",cb879fe881890c04015ccb991d280f175f119c7671c9b8a5d8af186f0862ddf3,cb879fe881890c04015ccb991d280f175f119c7671c9b8a5d8af186f0862ddf3,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.0.1,"R.1.0.0",1,4,0.20092532805473373,0.2232503645052597,0.2957288394563683,0.30848252875221932,0.35720058320841552,replaced,1,1,0,0.30848252875221932,"OPTIMAL",0,"not_run","",2c70c97f0f671da06d86ef431e671c97b5cff16ae13914d887afdac73f162614,2c70c97f0f671da06d86ef431e671c97b5cff16ae13914d887afdac73f162614,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.1.0,"R.1.0.1",0,4,0.2232503645052597,0.24557540095578567,0.32304981383080583,0.32304981383080583,0.35720058320841552,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
